market,timestamp,bar_index,position_side_before_manage,position_side_after_manage,runtime_close,avg_entry,atr_unscaled,runtime_price_scale,runtime_add_on_profit_distance,profit_threshold_price,runtime_in_profit,len_trades,len_trades_lt_2_pass,add_on_gap_bars_pass,all_long2_gates_passed,add_long_signal,bars_since_long1_entry,active_long_entry_timestamp,position_size
BNBUSDT,2020-10-04T12:00:00+00:00,3778,long,long,2.8937e-07,2.81429e-07,0.7055860593588904,1e-08,5.644688474871123e-09,2.8707368847487115e-07,True,1,True,True,True,True,6,2020-10-03T12:00:00+00:00,3557085279.0
BNBUSDT,2019-06-21T04:00:00+00:00,952,long,long,3.7465000000000004e-07,3.62478e-07,0.8228737654136564,1e-08,6.582990123309252e-09,3.6906099012330925e-07,True,1,True,True,True,True,5,2019-06-20T08:00:00+00:00,2765730932.0
BNBUSDT,2020-11-24T00:00:00+00:00,4081,long,long,3.28387e-07,2.97533e-07,0.8624124254839384,1e-08,6.899299403871507e-09,3.044322994038715e-07,True,1,True,True,True,True,9,2020-11-22T12:00:00+00:00,1682271063.0
BNBUSDT,2021-01-03T08:00:00+00:00,4323,long,long,3.98444e-07,3.8094700000000006e-07,1.0491976788496924,1e-08,8.39358143079754e-09,3.893405814307976e-07,True,1,True,True,True,True,5,2021-01-02T12:00:00+00:00,2628679375.0
BNBUSDT,2019-05-18T12:00:00+00:00,750,long,long,2.73994e-07,2.57795e-07,1.2629997265183175,1e-08,1.0103997812146542e-08,2.6789899781214654e-07,True,1,True,True,True,True,4,2019-05-17T20:00:00+00:00,3887889956.0
BNBUSDT,2021-02-01T08:00:00+00:00,4497,long,long,4.882079999999999e-07,4.4047800000000004e-07,1.3661287426904347,1e-08,1.0929029941523478e-08,4.514070299415235e-07,True,1,True,True,True,True,4,2021-01-31T16:00:00+00:00,1137582648.0
BNBUSDT,2021-01-07T04:00:00+00:00,4346,long,long,4.31382e-07,3.98515e-07,1.4640063968829213,1e-08,1.1712051175063372e-08,4.102270511750634e-07,True,1,True,True,True,True,16,2021-01-04T12:00:00+00:00,1257100121.0
BNBUSDT,2023-04-14T00:00:00+00:00,9307,long,long,3.314e-06,3.1989999999999998e-06,3.325740832429495,1e-08,2.660592665943596e-08,3.2256059266594357e-06,True,1,True,True,True,True,7,2023-04-12T20:00:00+00:00,160363449.0
BNBUSDT,2021-02-08T20:00:00+00:00,4542,long,long,7.983740000000001e-07,6.75553e-07,3.731799428391834,1e-08,2.9854395427134675e-08,7.054073954271347e-07,True,1,True,True,True,True,7,2021-02-07T16:00:00+00:00,744592143.0
BNBUSDT,2024-02-14T08:00:00+00:00,11145,long,long,3.327e-06,3.227e-06,3.8822057402970636,1e-08,3.105764592237651e-08,3.2580576459223767e-06,True,1,True,True,True,True,4,2024-02-13T16:00:00+00:00,317732315.0
BNBUSDT,2023-04-16T12:00:00+00:00,9322,long,long,3.458e-06,3.2900000000000003e-06,4.239297408487273,1e-08,3.3914379267898184e-08,3.3239143792678985e-06,True,1,True,True,True,True,11,2023-04-14T16:00:00+00:00,155946799.0
BNBUSDT,2024-02-25T08:00:00+00:00,11211,long,long,3.839e-06,3.776e-06,5.905878533324819,1e-08,4.724702826659856e-08,3.8232470282665985e-06,True,1,True,True,True,True,10,2024-02-23T16:00:00+00:00,271869609.0
BNBUSDT,2025-07-14T00:00:00+00:00,14239,long,long,6.9715e-06,6.845000000000001e-06,6.047576936475973,1e-08,4.838061549180779e-08,6.893380615491809e-06,True,1,True,True,True,True,8,2025-07-12T16:00:00+00:00,75046089.0
BNBUSDT,2024-02-21T08:00:00+00:00,11187,long,long,3.6410000000000004e-06,3.54e-06,6.328278160245284,1e-08,5.0626225281962275e-08,3.590626225281962e-06,True,1,True,True,True,True,4,2024-02-20T16:00:00+00:00,289859736.0
BNBUSDT,2021-02-17T12:00:00+00:00,4594,long,long,1.471069e-06,1.400453e-06,6.725591220074327,1e-08,5.380472976059462e-08,1.4542577297605946e-06,True,1,True,True,True,True,1,2021-02-17T08:00:00+00:00,724119577.0
BTCUSDT,2019-04-22T16:00:00+00:00,597,long,long,5.35467e-05,5.275e-05,66.6169383157585,1e-08,5.329355065260681e-07,5.328293550652607e-05,True,1,True,True,True,True,2,2019-04-22T08:00:00+00:00,18945148.0
BTCUSDT,2019-05-09T00:00:00+00:00,695,long,long,6.07514e-05,5.8794399999999994e-05,99.66129430540116,1e-08,7.972903544432093e-07,5.95916903544432e-05,True,1,True,True,True,True,6,2019-05-08T00:00:00+00:00,17004201.0
BTCUSDT,2019-05-07T00:00:00+00:00,683,long,long,5.957e-05,5.73098e-05,100.37601169055225,1e-08,8.03008093524418e-07,5.811280809352442e-05,True,1,True,True,True,True,3,2019-05-06T12:00:00+00:00,17441201.0
BTCUSDT,2020-02-05T16:00:00+00:00,2328,long,long,9.65599e-05,9.418479999999999e-05,129.29334760169962,1e-08,1.034346780813597e-06,9.521914678081359e-05,True,1,True,True,True,True,2,2020-02-05T08:00:00+00:00,10622245.0
BTCUSDT,2020-02-12T04:00:00+00:00,2367,long,long,0.00010366000000000001,0.0001016499,143.98722713020575,1e-08,1.151897817041646e-06,0.00010280179781704165,True,1,True,True,True,True,4,2020-02-11T12:00:00+00:00,9843412.0
BTCUSDT,2020-06-01T20:00:00+00:00,3030,long,long,0.00010200770000000001,9.51474e-05,177.03220421802433,1e-08,1.4162576337441947e-06,9.65636576337442e-05,True,1,True,True,True,True,7,2020-05-31T16:00:00+00:00,10510776.0
BTCUSDT,2019-06-20T16:00:00+00:00,949,long,long,9.4975e-05,9.08155e-05,182.97495542809577,1e-08,1.4637996434247662e-06,9.227929964342477e-05,True,1,True,True,True,True,11,2019-06-18T20:00:00+00:00,5505882.0
BTCUSDT,2020-10-27T08:00:00+00:00,3915,long,long,0.00013449799999999999,0.000130045,194.60392891109797,1e-08,1.5568314312887839e-06,0.00013160183143128877,True,1,True,True,True,True,4,2020-10-26T16:00:00+00:00,7685891.0
BTCUSDT,2020-05-06T08:00:00+00:00,2871,long,long,9.313e-05,8.848e-05,197.35780512306417,1e-08,1.5788624409845135e-06,9.005886244098452e-05,True,1,True,True,True,True,11,2020-05-04T12:00:00+00:00,11301707.0
BTCUSDT,2020-05-07T12:00:00+00:00,2878,long,long,9.51551e-05,9.29039e-05,207.6220562857609,1e-08,1.6609764502860873e-06,9.456487645028608e-05,True,1,True,True,True,True,3,2020-05-07T00:00:00+00:00,10766430.0
BTCUSDT,2020-11-03T20:00:00+00:00,3960,long,long,0.00014023530000000002,0.0001371038,236.8452301437899,1e-08,1.8947618411503194e-06,0.0001389985618411503,True,1,True,True,True,True,2,2020-11-03T12:00:00+00:00,7293517.0
BTCUSDT,2020-11-16T12:00:00+00:00,4036,long,long,0.00016450000000000001,0.0001623571,262.06208810439733,1e-08,2.096496704835179e-06,0.00016445359670483518,True,1,True,True,True,True,2,2020-11-16T04:00:00+00:00,6154802.0
BTCUSDT,2020-10-31T08:00:00+00:00,3939,long,long,0.0001394,0.00013436950000000002,271.96312818591616,1e-08,2.1757050254873295e-06,0.00013654520502548735,True,1,True,True,True,True,11,2020-10-29T12:00:00+00:00,7440507.0
BTCUSDT,2019-05-19T20:00:00+00:00,758,long,long,8.14848e-05,7.90322e-05,282.22802900714504,1e-08,2.2578242320571604e-06,8.129002423205716e-05,True,1,True,True,True,True,5,2019-05-19T00:00:00+00:00,12665739.0
BTCUSDT,2023-07-13T16:00:00+00:00,9851,long,long,0.0003160601,0.0003091748,358.87058349006213,1e-08,2.8709646679204973e-06,0.0003120457646679205,True,1,True,True,True,True,1,2023-07-13T12:00:00+00:00,3244926.0
BTCUSDT,2023-12-01T08:00:00+00:00,10695,long,long,0.0003858017,0.00038051839999999996,407.6141378648957,1e-08,3.260913102919166e-06,0.00038377931310291913,True,1,True,True,True,True,8,2023-11-30T00:00:00+00:00,2635507.0
BTCUSDT,2020-11-20T12:00:00+00:00,4060,long,long,0.0001866856,0.00017765330000000002,417.56964924322693,1e-08,3.3405571939458155e-06,0.00018099385719394585,True,1,True,True,True,True,7,2020-11-19T08:00:00+00:00,2814334.0
BTCUSDT,2023-11-01T20:00:00+00:00,10518,long,long,0.0003542143,0.00034557669999999997,448.64698904855953,1e-08,3.5891759123884766e-06,0.00034916587591238843,True,1,True,True,True,True,1,2023-11-01T16:00:00+00:00,2903248.0
BTCUSDT,2023-11-24T12:00:00+00:00,10654,long,long,0.0003822111,0.00037281419999999997,502.44944461406305,1e-08,4.019595556912504e-06,0.0003768337955569125,True,1,True,True,True,True,5,2023-11-23T16:00:00+00:00,1344915.0
BTCUSDT,2020-12-25T08:00:00+00:00,4269,long,long,0.000245744,0.000237292,585.9363090534964,1e-08,4.687490472427972e-06,0.00024197949047242797,True,1,True,True,True,True,3,2020-12-24T20:00:00+00:00,4214324.0
DOGEUSDT,2021-03-13T16:00:00+00:00,3650,long,long,6.07968e-10,5.67208e-10,0.0018548736039047892,1e-08,1.4838988831238316e-11,5.820469888312384e-10,True,1,True,True,True,True,21,2021-03-10T04:00:00+00:00,1752055911700.0
DOGEUSDT,2021-04-05T20:00:00+00:00,3789,long,long,5.99992e-10,5.84589e-10,0.0019002847564223327,1e-08,1.5202278051378663e-11,5.997912780513788e-10,True,1,True,True,True,True,17,2021-04-03T00:00:00+00:00,1699310466279.0
DOGEUSDT,2021-04-09T04:00:00+00:00,3809,long,long,6.31632e-10,6.09898e-10,0.002398180741392951,1e-08,1.918544593114361e-11,6.290834459311437e-10,True,1,True,True,True,True,7,2021-04-08T00:00:00+00:00,1629523634907.0
DOGEUSDT,2024-05-25T20:00:00+00:00,10665,long,long,1.7402e-09,1.6656000000000001e-09,0.005492042668023816,1e-08,4.3936341344190525e-11,1.7095363413441907e-09,True,1,True,True,True,True,8,2024-05-24T12:00:00+00:00,596116819956.0
DOGEUSDT,2025-10-06T12:00:00+00:00,13657,long,long,2.6688e-09,2.5507000000000003e-09,0.005959379498972362,1e-08,4.76750359917789e-11,2.598375035991779e-09,True,1,True,True,True,True,2,2025-10-06T04:00:00+00:00,387070951788.0
DOGEUSDT,2025-08-13T08:00:00+00:00,13332,long,long,2.4663e-09,2.3576000000000002e-09,0.006894701747062729,1e-08,5.515761397650184e-11,2.4127576139765022e-09,True,1,True,True,True,True,4,2025-08-12T16:00:00+00:00,419099269611.0
DOGEUSDT,2025-05-22T00:00:00+00:00,12832,long,long,2.4116000000000002e-09,2.2625e-09,0.008018149984292483,1e-08,6.414519987433987e-11,2.32664519987434e-09,True,1,True,True,True,True,7,2025-05-20T20:00:00+00:00,218536532051.0
DOGEUSDT,2021-09-05T16:00:00+00:00,4706,long,long,3.096e-09,2.96e-09,0.008100949887916072,1e-08,6.480759910332858e-11,3.024807599103329e-09,True,1,True,True,True,True,16,2021-09-03T00:00:00+00:00,168187079581.0
DOGEUSDT,2021-08-20T12:00:00+00:00,4609,long,long,3.3048e-09,3.1204e-09,0.01575937104930914,1e-08,1.2607496839447314e-10,3.2464749683944733e-09,True,1,True,True,True,True,5,2021-08-19T16:00:00+00:00,318983001584.0
DOGEUSDT,2024-11-23T00:00:00+00:00,11752,long,long,4.3335e-09,3.9268e-09,0.01837205877156,1e-08,1.4697647017248002e-10,4.07377647017248e-09,True,1,True,True,True,True,15,2024-11-20T12:00:00+00:00,126153571251.0
DOGEUSDT,2021-04-19T08:00:00+00:00,3870,long,long,3.997155e-09,2.882257e-09,0.05083608326418472,1e-08,4.0668866611347777e-10,3.2889456661134777e-09,True,1,True,True,True,True,7,2021-04-18T04:00:00+00:00,172663267677.0
DOGEUSDT,2021-04-06T12:00:00+00:00,3793,long,long,6.10424e-10,5.896006625946778e-10,0.0023166737850941863,1e-08,1.8533390280753493e-11,6.081340528754313e-10,True,2,False,True,False,True,21,2021-04-03T00:00:00+00:00,2518874913896.0
DOGEUSDT,2021-04-11T00:00:00+00:00,3820,long,long,6.59525e-10,6.169266689630213e-10,0.002381521906247067,1e-08,1.9052175249976537e-11,6.359788442129979e-10,True,2,False,True,False,True,18,2021-04-08T00:00:00+00:00,1204191411672.0
DOGEUSDT,2021-04-11T08:00:00+00:00,3822,long,long,7.44592e-10,6.169266689630213e-10,0.0032977918477334403,1e-08,2.6382334781867526e-11,6.433090037448888e-10,True,2,False,True,False,True,20,2021-04-08T00:00:00+00:00,1204191411672.0
DOGEUSDT,2025-05-22T20:00:00+00:00,12837,long,long,2.4558e-09,2.3344883625844568e-09,0.00727668981324357,1e-08,5.821351850594856e-11,2.392701881090405e-09,True,2,False,True,False,True,12,2025-05-20T20:00:00+00:00,422553560278.0
DOGEUSDT,2025-05-23T00:00:00+00:00,12838,long,long,2.5102000000000003e-09,2.3344883625844568e-09,0.007532640540869032,1e-08,6.026112432695226e-11,2.394749486911409e-09,True,2,False,True,False,True,13,2025-05-20T20:00:00+00:00,422553560278.0
DOGEUSDT,2024-11-23T04:00:00+00:00,11753,long,long,4.6125e-09,4.119655141577579e-09,0.020401197430734288,1e-08,1.632095794458743e-10,4.282864721023454e-09,True,2,False,False,False,True,16,2024-11-20T12:00:00+00:00,239924671588.0
DOGEUSDT,2021-03-13T12:00:00+00:00,3649,long,long,5.727779999999999e-10,5.67208e-10,0.0016494715734359266,1e-08,1.3195772587487414e-11,5.804037725874875e-10,False,1,True,True,False,True,20,2021-03-10T04:00:00+00:00,1752055911700.0
DOGEUSDT,2025-09-18T12:00:00+00:00,13549,long,long,2.8662e-09,2.8256e-09,0.00796813910160992,1e-08,6.374511281287937e-11,2.889345112812879e-09,False,1,True,True,False,True,4,2025-09-17T20:00:00+00:00,349638001017.0
DOGEUSDT,2024-11-22T12:00:00+00:00,11749,long,long,4.0343000000000004e-09,3.9268e-09,0.016827022880819584,1e-08,1.346161830465567e-10,4.061416183046557e-09,False,1,True,True,False,True,12,2024-11-20T12:00:00+00:00,252307142502.0
DOTUSDT,2020-11-17T04:00:00+00:00,475,long,long,4.788e-08,4.5220000000000004e-08,0.11579140651417838,1e-08,9.263312521134271e-10,4.614633125211343e-08,True,1,True,True,True,True,4,2020-11-16T12:00:00+00:00,22082505452.0
DOTUSDT,2021-01-02T16:00:00+00:00,754,long,long,9.4343e-08,8.6502e-08,0.5556458015482237,1e-08,4.44516641238579e-09,9.094716641238579e-08,True,1,True,True,True,True,4,2021-01-02T00:00:00+00:00,11539893891.0
DOTUSDT,2021-08-31T04:00:00+00:00,2197,long,long,2.7600000000000004e-07,2.6690000000000004e-07,1.0038334181030664,1e-08,8.030667344824531e-09,2.749306673448246e-07,True,1,True,True,True,True,1,2021-08-31T00:00:00+00:00,3716930955.0
DOTUSDT,2021-09-05T20:00:00+00:00,2231,long,long,3.442e-07,3.275e-07,1.0072929937083845,1e-08,8.058343949667078e-09,3.355583439496671e-07,True,1,True,True,True,True,17,2021-09-03T00:00:00+00:00,3033924644.0
DOTUSDT,2021-02-11T04:00:00+00:00,991,long,long,2.55286e-07,2.31368e-07,1.2242006988539684,1e-08,9.793605590831748e-09,2.4116160559083176e-07,True,1,True,True,True,True,3,2021-02-10T16:00:00+00:00,4306193709.0
DOTUSDT,2021-04-14T00:00:00+00:00,1362,long,long,4.39273e-07,4.268e-07,1.2830436390251676,1e-08,1.0264349112201341e-08,4.3706434911220134e-07,True,1,True,True,True,True,2,2021-04-13T16:00:00+00:00,2331364368.0
DOTUSDT,2021-10-22T08:00:00+00:00,2510,long,long,4.614e-07,4.2890000000000004e-07,1.3983873756375913,1e-08,1.1187099005100731e-08,4.4008709900510076e-07,True,1,True,True,True,True,4,2021-10-21T16:00:00+00:00,1155817169.0
DOTUSDT,2021-08-31T08:00:00+00:00,2198,long,long,2.876e-07,2.698458598112362e-07,1.0442738882385616,1e-08,8.354191105908493e-09,2.782000509171447e-07,True,2,False,False,False,True,2,2021-08-31T00:00:00+00:00,5496149040.0
DOTUSDT,2021-08-31T12:00:00+00:00,2199,long,long,3.097e-07,2.6984585981289187e-07,1.150397181935807,1e-08,9.203177455486457e-09,2.790490372683783e-07,True,2,False,False,False,True,3,2021-08-31T00:00:00+00:00,2748074520.0
DOTUSDT,2021-02-12T08:00:00+00:00,998,long,long,2.66642e-07,2.427124086033779e-07,1.1574905007839427,1e-08,9.259924006271542e-09,2.5197233260964946e-07,True,2,False,True,False,True,10,2021-02-10T16:00:00+00:00,4095708931.0
DOTUSDT,2021-02-12T12:00:00+00:00,999,long,long,2.83935e-07,2.427124086033779e-07,1.2455268935850898,1e-08,9.96421514868072e-09,2.526766237520586e-07,True,2,False,True,False,True,11,2021-02-10T16:00:00+00:00,4095708931.0
DOTUSDT,2021-02-12T16:00:00+00:00,1000,long,long,2.8930000000000003e-07,2.427124086033779e-07,1.2708392583290118,1e-08,1.0166714066632094e-08,2.5287912267001e-07,True,2,False,True,False,True,12,2021-02-10T16:00:00+00:00,4095708931.0
DOTUSDT,2021-09-01T16:00:00+00:00,2206,long,long,3.262e-07,2.6984585981289187e-07,1.4044278308730833,1e-08,1.1235422646984668e-08,2.8108128245987655e-07,True,2,False,True,False,True,10,2021-08-31T00:00:00+00:00,2748074520.0
DOTUSDT,2021-09-01T20:00:00+00:00,2207,long,long,3.318e-07,2.6984585981289187e-07,1.4232544143821486,1e-08,1.138603531505719e-08,2.8123189512794907e-07,True,2,False,True,False,True,11,2021-08-31T00:00:00+00:00,2748074520.0
DOTUSDT,2020-09-14T12:00:00+00:00,93,long,long,5.5016e-08,5.3213e-08,0.2729688427624087,1e-08,2.18375074209927e-09,5.539675074209927e-08,False,1,True,True,False,True,4,2020-09-13T20:00:00+00:00,18783008848.0
DOTUSDT,2021-10-20T16:00:00+00:00,2500,long,long,4.4880000000000005e-07,4.393e-07,1.2568979178475788,1e-08,1.0055183342780632e-08,4.4935518334278067e-07,False,1,True,True,False,True,1,2021-10-20T12:00:00+00:00,2257596610.0
DOTUSDT,2021-04-05T20:00:00+00:00,1313,long,long,4.5800300000000003e-07,4.44056e-07,1.9148734676572323,1e-08,1.531898774125786e-08,4.5937498774125786e-07,False,1,True,True,False,True,11,2021-04-04T00:00:00+00:00,2241949312.0
ETCUSDT,2020-08-01T04:00:00+00:00,3392,long,long,7.6796e-08,7.1884e-08,0.19735267780338656,1e-08,1.5788214224270925e-09,7.346282142242708e-08,True,1,True,True,True,True,10,2020-07-30T12:00:00+00:00,6943481651.0
ETCUSDT,2019-06-26T00:00:00+00:00,981,long,long,9.4472e-08,9.1649e-08,0.22151516252577844,1e-08,1.7721213002062276e-09,9.342112130020623e-08,True,1,True,True,True,True,11,2019-06-24T04:00:00+00:00,10905325323.0
ETCUSDT,2021-02-05T08:00:00+00:00,4521,long,long,8.191900000000001e-08,7.7639e-08,0.2336600515802906,1e-08,1.869280412642325e-09,7.950828041264233e-08,True,1,True,True,True,True,2,2021-02-05T00:00:00+00:00,12863477841.0
ETCUSDT,2020-07-29T00:00:00+00:00,3373,long,long,7.529200000000001e-08,7.071500000000001e-08,0.25451434019433766,1e-08,2.0361147215547015e-09,7.275111472155471e-08,True,1,True,True,True,True,4,2020-07-28T08:00:00+00:00,14111799356.0
ETCUSDT,2021-02-08T20:00:00+00:00,4542,long,long,8.694100000000001e-08,8.323000000000001e-08,0.3124880918644307,1e-08,2.4999047349154457e-09,8.572990473491545e-08,True,1,True,True,True,True,10,2021-02-07T04:00:00+00:00,12002787814.0
ETCUSDT,2021-01-09T16:00:00+00:00,4361,long,long,7.8929e-08,7.24e-08,0.39192897481547134,1e-08,3.1354317985237712e-09,7.553543179852378e-08,True,1,True,True,True,True,1,2021-01-09T12:00:00+00:00,13765120275.0
ETCUSDT,2021-03-13T12:00:00+00:00,4738,long,long,1.31705e-07,1.24543e-07,0.4740068989449433,1e-08,3.792055191559547e-09,1.2833505519155955e-07,True,1,True,True,True,True,1,2021-03-13T08:00:00+00:00,8029581030.0
ETCUSDT,2021-04-05T12:00:00+00:00,4876,long,long,1.53361e-07,1.4548900000000001e-07,0.5385343899321959,1e-08,4.308275119457567e-09,1.4979727511945758e-07,True,1,True,True,True,True,4,2021-04-04T20:00:00+00:00,6873077060.0
ETCUSDT,2022-08-11T12:00:00+00:00,7834,long,long,4.3060000000000006e-07,3.882e-07,1.5054169211962352,1e-08,1.2043335369569883e-08,4.0024333536956986e-07,True,1,True,True,True,True,6,2022-08-10T12:00:00+00:00,2571053095.0
ETCUSDT,2022-09-09T04:00:00+00:00,8006,long,long,3.8670000000000004e-07,3.7270000000000005e-07,1.6886410297300758,1e-08,1.3509128237840606e-08,3.8620912823784063e-07,True,1,True,True,True,True,8,2022-09-07T20:00:00+00:00,2678192215.0
ETCUSDT,2021-09-05T12:00:00+00:00,5794,long,long,7.181000000000001e-07,6.866e-07,2.001850196731188,1e-08,1.6014801573849503e-08,7.026148015738495e-07,True,1,True,True,True,True,2,2021-09-05T04:00:00+00:00,1454005491.0
ETCUSDT,2021-09-03T08:00:00+00:00,5781,long,long,7.051999999999999e-07,6.814000000000001e-07,2.0390188284061583,1e-08,1.6312150627249267e-08,6.977121506272493e-07,True,1,True,True,True,True,2,2021-09-03T00:00:00+00:00,1464580352.0
ETCUSDT,2021-08-11T12:00:00+00:00,5644,long,long,6.197e-07,5.7466e-07,2.1077225843027145,1e-08,1.686178067442172e-08,5.915217806744218e-07,True,1,True,True,True,True,15,2021-08-09T00:00:00+00:00,867731034.0
ETCUSDT,2022-03-29T08:00:00+00:00,7023,long,long,5.215e-07,4.791e-07,2.1397484864207352,1e-08,1.711798789136588e-08,4.962179878913658e-07,True,1,True,True,True,True,6,2022-03-28T08:00:00+00:00,2086117311.0
ETCUSDT,2022-03-24T16:00:00+00:00,6995,long,long,5.018e-07,4.4909999999999996e-07,2.578997364993118,1e-08,2.0631978919944946e-08,4.697319789199449e-07,True,1,True,True,True,True,1,2022-03-24T12:00:00+00:00,2224117625.0
ETCUSDT,2021-08-15T00:00:00+00:00,5665,long,long,7.0707e-07,6.0897e-07,3.069815344589721,1e-08,2.4558522756717773e-08,6.335285227567178e-07,True,1,True,True,True,True,12,2021-08-13T00:00:00+00:00,819131097.0
ETCUSDT,2019-06-26T12:00:00+00:00,984,long,long,9.596999999999999e-08,9.303565989941293e-08,0.21857686299895607,1e-08,1.748614903991649e-09,9.478427480340458e-08,True,2,False,True,False,True,14,2019-06-24T04:00:00+00:00,10716728361.0
ETCUSDT,2021-02-09T00:00:00+00:00,4543,long,long,9.1611e-08,8.442314118393135e-08,0.33192465673125715,1e-08,2.6553972538500577e-09,8.707853843778141e-08,True,2,False,False,False,True,11,2021-02-07T04:00:00+00:00,17690565211.0
ETCUSDT,2021-02-09T16:00:00+00:00,4547,long,long,9.7744e-08,8.442314118407368e-08,0.3750967102483714,1e-08,3.0007736819869714e-09,8.742391486606065e-08,True,2,False,True,False,True,15,2021-02-07T04:00:00+00:00,8845282606.0
ETCUSDT,2021-01-10T00:00:00+00:00,4363,long,long,8.3339e-08,7.551621855168292e-08,0.42419794257048293,1e-08,3.3935835405638636e-09,7.890980209224678e-08,True,2,False,False,False,True,3,2021-01-09T12:00:00+00:00,13167041551.0
ETHUSDT,2020-07-21T16:00:00+00:00,3329,long,long,2.4531000000000003e-06,2.4177e-06,2.4864535736507376,1e-08,1.98916285892059e-08,2.437591628589206e-06,True,1,True,True,True,True,3,2020-07-21T04:00:00+00:00,415196887.0
ETHUSDT,2020-02-05T08:00:00+00:00,2326,long,long,1.9753e-06,1.8828e-06,3.8132096452419506,1e-08,3.050567716193561e-08,1.9133056771619355e-06,True,1,True,True,True,True,7,2020-02-04T04:00:00+00:00,531496931.0
ETHUSDT,2020-02-02T08:00:00+00:00,2308,long,long,1.9171000000000002e-06,1.8717e-06,3.9434059032112696,1e-08,3.154724722569016e-08,1.9032472472256903e-06,True,1,True,True,True,True,1,2020-02-02T04:00:00+00:00,534590614.0
ETHUSDT,2020-04-29T04:00:00+00:00,2828,long,long,2.0529e-06,1.9394e-06,4.190327127671558,1e-08,3.352261702137246e-08,1.9729226170213723e-06,True,1,True,True,True,True,9,2020-04-27T16:00:00+00:00,517251506.0
ETHUSDT,2019-06-21T00:00:00+00:00,951,long,long,2.8004000000000003e-06,2.691e-06,4.807210034452736,1e-08,3.845768027562189e-08,2.729457680275622e-06,True,1,True,True,True,True,11,2019-06-19T04:00:00+00:00,371588571.0
ETHUSDT,2020-05-03T00:00:00+00:00,2851,long,long,2.1789e-06,2.1138e-06,5.028039463192893,1e-08,4.022431570554314e-08,2.154024315705543e-06,True,1,True,True,True,True,14,2020-04-30T16:00:00+00:00,475072149.0
ETHUSDT,2020-02-11T16:00:00+00:00,2364,long,long,2.3809e-06,2.226e-06,5.618728864374057,1e-08,4.494983091499246e-08,2.2709498309149924e-06,True,1,True,True,True,True,2,2020-02-11T08:00:00+00:00,225026733.0
ETHUSDT,2019-05-30T00:00:00+00:00,819,long,long,2.8199000000000003e-06,2.6757e-06,7.492644255486613,1e-08,5.994115404389291e-08,2.735641154043893e-06,True,1,True,True,True,True,4,2019-05-29T08:00:00+00:00,373609759.0
ETHUSDT,2020-07-30T16:00:00+00:00,3383,long,long,3.3325000000000003e-06,3.1698e-06,8.277958759529977,1e-08,6.622367007623983e-08,3.23602367007624e-06,True,1,True,True,True,True,14,2020-07-28T08:00:00+00:00,316706085.0
ETHUSDT,2020-11-13T20:00:00+00:00,4020,long,long,4.7643e-06,4.6116e-06,10.333443634153056,1e-08,8.266754907322445e-08,4.694267549073224e-06,True,1,True,True,True,True,8,2020-11-12T12:00:00+00:00,218009481.0
ETHUSDT,2020-11-20T08:00:00+00:00,4059,long,long,5.0519e-06,4.8486000000000005e-06,10.801846546286997,1e-08,8.641477237029598e-08,4.9350147723702965e-06,True,1,True,True,True,True,2,2020-11-20T00:00:00+00:00,207388660.0
ETHUSDT,2020-11-11T00:00:00+00:00,4003,long,long,4.6312e-06,4.4650000000000004e-06,12.065821274319168,1e-08,9.652657019455335e-08,4.561526570194554e-06,True,1,True,True,True,True,8,2020-11-09T16:00:00+00:00,225123770.0
ETHUSDT,2020-12-03T12:00:00+00:00,4138,long,long,6.1892e-06,5.8567999999999996e-06,18.231944813605462,1e-08,1.458555585088437e-07,6.002655558508843e-06,True,1,True,True,True,True,9,2020-12-02T00:00:00+00:00,85880438.0
ETHUSDT,2023-06-02T16:00:00+00:00,9605,long,long,1.9075999999999998e-05,1.87864e-05,21.321684207339647,1e-08,1.7057347365871716e-07,1.8956973473658718e-05,True,1,True,True,True,True,4,2023-06-02T00:00:00+00:00,53667691.0
ETHUSDT,2023-11-04T20:00:00+00:00,10536,long,long,1.85554e-05,1.81698e-05,23.013268686163755,1e-08,1.8410614948931005e-07,1.835390614948931e-05,True,1,True,True,True,True,7,2023-11-03T16:00:00+00:00,55477362.0
ETHUSDT,2023-11-09T00:00:00+00:00,10561,long,long,1.9193299999999998e-05,1.89422e-05,24.799752390442066,1e-08,1.9839801912353654e-07,1.9140598019123536e-05,True,1,True,True,True,True,8,2023-11-07T16:00:00+00:00,53230821.0
ETHUSDT,2023-02-08T00:00:00+00:00,8917,long,long,1.68097e-05,1.6563499999999998e-05,26.295210996922396,1e-08,2.1036168797537918e-07,1.6773861687975378e-05,True,1,True,True,True,True,2,2023-02-07T16:00:00+00:00,60846832.0
ETHUSDT,2023-11-01T16:00:00+00:00,10517,long,long,1.8359e-05,1.80941e-05,26.992421877528784,1e-08,2.159393750202303e-07,1.831003937502023e-05,True,1,True,True,True,True,8,2023-10-31T08:00:00+00:00,55705247.0
ETHUSDT,2023-05-05T16:00:00+00:00,9437,long,long,1.99097e-05,1.95334e-05,28.36503333447682,1e-08,2.269202666758146e-07,1.9760320266675814e-05,True,1,True,True,True,True,1,2023-05-05T12:00:00+00:00,51610257.0
