market,trade_tag,side,entry_timestamp,exit_timestamp,entry_bar,exit_bar,duration_bars,entry_price,exit_price,pnl,return_pct,exit_mechanism_label,exit_mechanism_detail,exact_close_event,matched_event_bar,matched_event_timestamp,tp1_occurred,tp2_occurred,trailing_stop_occurred,stop_assignment_occurred,stop_hit_occurred_proxy,trend_fail_occurred,add_on_interaction_occurred,add_on_entry_before_exit,latest_stop_kind,latest_stop_price,exit_to_stop_distance_pct,classification_confidence,notes
AAVEUSDT,Short1,short,2020-11-02 12:00:00+00:00,2020-11-03 04:00:00+00:00,51,55,4.0,30.199999999999996,27.94,37.41703143599992,0.07483443708609261,short_tp1_partial_close,position.close(portion=partial_exit_pct),True,55,2020-11-03 04:00:00+00:00,True,False,True,True,False,False,False,False,short_trailing_stop,3.0803974944283914e-07,90702578.94475041,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Short1,short,2020-11-02 12:00:00+00:00,2020-11-05 12:00:00+00:00,51,69,18.0,30.199999999999996,28.628757032372352,26.013826349038766,0.05202791283535246,stop_hit_proxy:short_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,68,2020-11-05 08:00:00+00:00,True,False,True,True,True,False,False,False,short_trailing_stop,2.8628757032372353e-07,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2020-11-15 20:00:00+00:00,2020-11-16 16:00:00+00:00,131,136,5.0,64.256,71.574,56.97938247435998,0.1138881972111554,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,136,2020-11-16 16:00:00+00:00,True,False,False,True,False,False,True,True,long_breakeven_floor_stop,6.456832029543612e-07,110850025.25514956,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2020-11-16 16:00:00+00:00,2020-11-18 12:00:00+00:00,136,147,11.0,71.574,68.3475164446911,-22.453417063613937,-0.04507898895281681,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,146,2020-11-18 08:00:00+00:00,False,False,True,True,True,False,True,False,long_trailing_stop,6.834751644469109e-07,99999999.00000001,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2020-11-15 20:00:00+00:00,2020-11-18 12:00:00+00:00,131,147,16.0,64.256,68.3475164446911,31.857349016503104,0.06367524347440057,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,146,2020-11-18 08:00:00+00:00,True,False,True,True,True,False,True,True,long_trailing_stop,6.834751644469109e-07,99999999.00000001,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2020-11-18 20:00:00+00:00,2020-11-20 12:00:00+00:00,149,159,10.0,75.15,78.153,20.005377291900007,0.03996007984031946,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,159,2020-11-20 12:00:00+00:00,True,False,False,True,False,False,False,False,long_breakeven_floor_stop,7.546656355401458e-07,103559769.4724724,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long1,long,2020-11-18 20:00:00+00:00,2020-11-20 20:00:00+00:00,149,161,12.0,75.15,75.45872687158497,2.0566758364749123,0.004108142003792059,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,160,2020-11-20 16:00:00+00:00,True,False,False,True,True,False,False,False,long_breakeven_floor_stop,7.545872687158497e-07,99999999.00000001,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2020-12-02 00:00:00+00:00,2020-12-02 08:00:00+00:00,228,230,2.0,76.452,85.097,56.622343145550026,0.11307748652749439,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,230,2020-12-02 08:00:00+00:00,True,False,False,True,False,False,True,True,long_breakeven_floor_stop,7.677789817062417e-07,110835281.06371084,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2020-12-02 08:00:00+00:00,2020-12-04 20:00:00+00:00,230,245,15.0,85.097,83.04194924863938,-12.038918718274717,-0.024149508811833753,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,244,2020-12-04 16:00:00+00:00,False,False,True,True,True,False,True,False,long_trailing_stop,8.304194924863939e-07,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2020-12-02 00:00:00+00:00,2020-12-04 20:00:00+00:00,228,245,17.0,76.452,83.04194924863938,43.16233287081768,0.08619721195834495,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,244,2020-12-04 16:00:00+00:00,True,False,True,True,True,False,True,True,long_trailing_stop,8.304194924863939e-07,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2020-12-05 04:00:00+00:00,2020-12-07 12:00:00+00:00,247,261,14.0,85.754,94.216,49.45429092887989,0.09867761270611264,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,261,2020-12-07 12:00:00+00:00,True,False,False,True,False,False,True,True,long_breakeven_floor_stop,8.604980910506402e-07,109490073.38815503,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2020-12-07 12:00:00+00:00,2020-12-07 20:00:00+00:00,261,263,2.0,94.216,90.08073914689314,-21.897759876055922,-0.04389128017647592,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,262,2020-12-07 16:00:00+00:00,False,False,False,True,True,False,True,False,long_breakeven_floor_stop,9.008073914689314e-07,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2020-12-05 04:00:00+00:00,2020-12-07 20:00:00+00:00,247,263,16.0,85.754,90.08073914689314,25.286671773082805,0.050455245783206815,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,262,2020-12-07 16:00:00+00:00,True,False,False,True,True,False,True,True,long_breakeven_floor_stop,9.008073914689314e-07,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2020-12-16 12:00:00+00:00,2020-12-18 00:00:00+00:00,315,324,9.0,88.0,81.84215302966207,-70.17522969135103,-0.06997553375384014,stop_hit_proxy:long_base_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,323,2020-12-17 20:00:00+00:00,False,False,False,True,True,False,False,False,long_base_stop,8.184215302966207e-07,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-01-02 12:00:00+00:00,2021-01-03 00:00:00+00:00,417,420,3.0,86.046,84.491,-18.110445412950128,-0.01807172907514598,long_trend_fail_close,position.close(),True,420,2021-01-03 00:00:00+00:00,False,False,False,True,False,True,False,False,long_base_stop,8.065898370719597e-07,104750884.91087982,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long1,long,2021-01-06 20:00:00+00:00,2021-01-07 16:00:00+00:00,443,448,5.0,115.191,115.68869858302831,4.329068765239987,0.004320637749722689,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,447,2021-01-07 12:00:00+00:00,True,False,False,True,False,False,True,True,long_breakeven_floor_stop,1.156886985830283e-06,99999999.00000001,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2021-01-07 12:00:00+00:00,2021-01-07 20:00:00+00:00,447,449,2.0,126.847,115.78299999999999,-43.69825524072004,-0.08722319014245516,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,448,2021-01-07 16:00:00+00:00,False,False,False,True,True,False,True,False,long_breakeven_floor_stop,1.2740442546995489e-06,90878317.84403771,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-01-10 12:00:00+00:00,2021-01-10 20:00:00+00:00,465,467,2.0,125.338,111.48252262069681,-110.71545579557355,-0.11054490560965691,stop_hit_proxy:long_base_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,466,2021-01-10 16:00:00+00:00,False,False,False,True,True,False,False,False,long_base_stop,1.1148252262069682e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-01-10 20:00:00+00:00,2021-01-11 04:00:00+00:00,467,469,2.0,127.00700000000002,110.50694297396818,-129.96991810548914,-0.1299145482220021,stop_hit_proxy:long_base_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,468,2021-01-11 00:00:00+00:00,False,False,False,True,True,False,False,False,long_base_stop,1.1050694297396819e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-01-15 16:00:00+00:00,2021-01-16 00:00:00+00:00,496,498,2.0,151.951,179.5,90.57090289158003,0.1813018670492461,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,498,2021-01-16 00:00:00+00:00,True,False,False,True,False,False,True,True,long_breakeven_floor_stop,1.5270120759672498e-06,117549822.49193273,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2021-01-16 00:00:00+00:00,2021-01-16 20:00:00+00:00,498,503,5.0,179.5,174.2305367188715,-14.605100420501985,-0.02935634139904464,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,502,2021-01-16 16:00:00+00:00,False,False,True,True,True,False,True,False,long_trailing_stop,1.7423053671887148e-06,99999999.00000001,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-01-15 16:00:00+00:00,2021-01-16 20:00:00+00:00,496,503,7.0,151.951,174.2305367188715,73.2468603809322,0.14662316614481963,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,502,2021-01-16 16:00:00+00:00,True,False,True,True,True,False,True,True,long_trailing_stop,1.7423053671887148e-06,99999999.00000001,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-01-20 04:00:00+00:00,2021-01-20 12:00:00+00:00,523,525,2.0,193.382,174.10450485426986,-99.74525836382679,-0.09968608839359472,stop_hit_proxy:long_base_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,524,2021-01-20 08:00:00+00:00,False,False,False,True,True,False,False,False,long_base_stop,1.7410450485426987e-06,99999998.99999999,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-01-20 20:00:00+00:00,2021-01-21 08:00:00+00:00,527,530,3.0,196.733,176.95334224924218,-100.49905704894775,-0.10054061977786055,stop_hit_proxy:long_base_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,529,2021-01-21 04:00:00+00:00,False,False,False,True,True,False,False,False,long_base_stop,1.7695334224924218e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-01-26 12:00:00+00:00,2021-01-26 16:00:00+00:00,561,562,1.0,257.465,279.536,42.800934919890025,0.08572427320218279,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,562,2021-01-26 16:00:00+00:00,True,False,False,True,False,False,False,False,long_breakeven_floor_stop,2.5868382065116946e-06,108060873.96942815,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long1,long,2021-01-26 12:00:00+00:00,2021-01-27 12:00:00+00:00,561,567,6.0,257.465,258.63190330182863,2.262903913704561,0.004532279346041834,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,566,2021-01-27 08:00:00+00:00,True,False,False,True,True,False,False,False,long_breakeven_floor_stop,2.5863190330182866e-06,99999998.99999999,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-01-27 12:00:00+00:00,2021-01-28 20:00:00+00:00,567,575,8.0,274.907,297.209,40.52275496387999,0.08112561702684906,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,575,2021-01-28 20:00:00+00:00,True,False,False,True,False,False,False,False,long_breakeven_floor_stop,2.7608085296984234e-06,107652882.85734798,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long1,long,2021-01-27 12:00:00+00:00,2021-01-29 16:00:00+00:00,567,580,13.0,274.907,276.046391687231,2.0702757553330082,0.004144644142313636,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,579,2021-01-29 12:00:00+00:00,True,False,False,True,True,False,False,False,long_breakeven_floor_stop,2.76046391687231e-06,99999998.99999999,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-01-29 20:00:00+00:00,2021-01-30 12:00:00+00:00,581,585,4.0,287.8,307.287,33.83575202383994,0.0677102154273801,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,585,2021-01-30 12:00:00+00:00,True,False,False,True,False,False,False,False,long_breakeven_floor_stop,2.889164791331483e-06,106358418.19504547,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2021-01-30 16:00:00+00:00,2021-01-31 04:00:00+00:00,586,589,3.0,317.093,302.810180967889,-22.403583595674675,-0.04504299695077174,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,588,2021-01-31 00:00:00+00:00,False,False,False,True,True,False,True,False,long_breakeven_floor_stop,3.0281018096788897e-06,99999999.00000001,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-01-29 20:00:00+00:00,2021-01-31 04:00:00+00:00,581,589,8.0,287.8,302.810180967889,26.062542262146714,0.052154902598641195,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,588,2021-01-31 00:00:00+00:00,True,False,False,True,True,False,True,True,long_breakeven_floor_stop,3.0281018096788897e-06,99999999.00000001,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long2,long,2021-02-03 04:00:00+00:00,2021-02-03 08:00:00+00:00,607,608,1.0,309.85,317.537,6.1388560338399385,0.024808778441181012,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,608,2021-02-03 08:00:00+00:00,True,False,False,True,False,False,True,False,long_breakeven_floor_stop,3.0333388433362617e-06,104682336.3186862,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long1,long,2021-01-31 16:00:00+00:00,2021-02-03 08:00:00+00:00,592,608,16.0,298.821,317.537,31.3097699363999,0.06263281362420958,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,608,2021-02-03 08:00:00+00:00,True,False,False,True,False,False,True,True,long_breakeven_floor_stop,3.0333388433362617e-06,104682336.3186862,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2021-02-03 04:00:00+00:00,2021-02-04 04:00:00+00:00,607,613,6.0,309.85,402.35200000000003,73.87231087961997,0.2985380022591575,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,612,2021-02-04 00:00:00+00:00,True,True,True,True,True,False,True,False,long_trailing_stop,4.041271792835078e-06,99560736.46718669,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-01-31 16:00:00+00:00,2021-02-04 04:00:00+00:00,592,613,21.0,298.821,402.35200000000003,173.19575613958997,0.34646494054969357,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,612,2021-02-04 00:00:00+00:00,True,True,True,True,True,False,True,True,long_trailing_stop,4.041271792835078e-06,99560736.46718669,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-02-07 04:00:00+00:00,2021-02-07 16:00:00+00:00,631,634,3.0,451.3999999999999,398.62456388055153,-117.22096035104983,-0.11691501134126803,stop_hit_proxy:long_base_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,633,2021-02-07 12:00:00+00:00,False,False,False,True,True,False,False,False,long_base_stop,3.9862456388055154e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-02-07 20:00:00+00:00,2021-02-08 12:00:00+00:00,635,639,4.0,472.907,507.049,36.14981454192004,0.07219601316960844,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,639,2021-02-08 12:00:00+00:00,True,False,False,True,False,False,False,False,long_breakeven_floor_stop,4.752675432057182e-06,106687065.52676369,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long1,long,2021-02-07 20:00:00+00:00,2021-02-09 16:00:00+00:00,635,646,11.0,472.907,475.00043604096436,2.216546346171143,0.004426739382086486,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,645,2021-02-09 12:00:00+00:00,True,False,False,True,True,False,False,False,long_breakeven_floor_stop,4.750004360409644e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long2,long,2021-02-10 00:00:00+00:00,2021-02-10 04:00:00+00:00,648,649,1.0,537.778,558.611,9.605227980559949,0.03873903357891151,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,649,2021-02-10 04:00:00+00:00,True,False,False,True,False,False,True,False,long_breakeven_floor_stop,5.1281015012813965e-06,108931345.20295946,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long1,long,2021-02-09 16:00:00+00:00,2021-02-10 04:00:00+00:00,646,649,3.0,498.0570000000001,558.611,60.900179951519895,0.12158046167406522,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,649,2021-02-10 04:00:00+00:00,True,False,False,True,False,False,True,True,long_breakeven_floor_stop,5.1281015012813965e-06,108931345.20295946,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2021-02-10 00:00:00+00:00,2021-02-10 12:00:00+00:00,648,651,3.0,537.778,512.7833916970227,-11.523972363174874,-0.04647755821728916,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,650,2021-02-10 08:00:00+00:00,True,False,False,True,True,False,True,False,long_breakeven_floor_stop,5.127833916970227e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-02-09 16:00:00+00:00,2021-02-10 12:00:00+00:00,646,651,5.0,498.0570000000001,512.7833916970227,14.810580711187525,0.029567683411783507,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,650,2021-02-10 08:00:00+00:00,True,False,False,True,True,False,True,True,long_breakeven_floor_stop,5.127833916970227e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-02-10 20:00:00+00:00,2021-02-13 08:00:00+00:00,653,668,15.0,523.497,485.70419071187325,-72.37571882118229,-0.07219298159899035,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,667,2021-02-13 04:00:00+00:00,False,False,True,True,True,False,False,False,long_trailing_stop,4.857041907118733e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-03-10 04:00:00+00:00,2021-03-10 20:00:00+00:00,817,821,4.0,430.529,402.3858333444811,-65.48632717350367,-0.06536880594691397,stop_hit_proxy:long_base_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,820,2021-03-10 16:00:00+00:00,False,False,False,True,True,False,False,False,long_base_stop,4.023858333444811e-06,99999999.00000001,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-04-04 12:00:00+00:00,2021-04-06 12:00:00+00:00,969,981,12.0,401.97499999999997,386.90999999999997,-37.5199269491,-0.03747745506561351,long_trend_fail_close,position.close(),True,981,2021-04-06 12:00:00+00:00,False,False,True,True,False,True,False,False,long_trailing_stop,3.820950015942133e-06,101260156.39166884,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2021-04-14 20:00:00+00:00,2021-04-15 04:00:00+00:00,1031,1033,2.0,428.51699999999994,438.825,5.958065953560012,0.024055054991984015,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,1033,2021-04-15 04:00:00+00:00,True,False,False,True,False,False,True,False,long_breakeven_floor_stop,4.150491446335187e-06,105728442.40818362,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long1,long,2021-04-14 08:00:00+00:00,2021-04-15 04:00:00+00:00,1028,1033,5.0,406.82400000000007,438.825,39.35970419231992,0.07866055099994074,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,1033,2021-04-15 04:00:00+00:00,True,False,False,True,False,False,True,True,long_breakeven_floor_stop,4.150491446335187e-06,105728442.40818362,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2021-04-14 20:00:00+00:00,2021-04-16 04:00:00+00:00,1031,1039,8.0,428.51699999999994,444.40038831766765,9.18066309300238,0.037065946783132686,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,1038,2021-04-16 00:00:00+00:00,True,True,True,True,True,False,True,False,long_trailing_stop,4.444003883176677e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-04-14 08:00:00+00:00,2021-04-16 04:00:00+00:00,1028,1039,11.0,406.82400000000007,444.40038831766765,46.217165988536166,0.09236522013860449,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,1038,2021-04-16 00:00:00+00:00,True,True,True,True,True,False,True,True,long_trailing_stop,4.444003883176677e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-04-16 12:00:00+00:00,2021-04-17 16:00:00+00:00,1041,1048,7.0,450.56399999999996,420.2128537966199,-67.47977012649659,-0.06736256381641692,stop_hit_proxy:long_base_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,1047,2021-04-17 12:00:00+00:00,False,False,False,True,True,False,False,False,long_base_stop,4.202128537966199e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-04-29 20:00:00+00:00,2021-05-01 08:00:00+00:00,1121,1130,9.0,438.96000000000004,477.5199999999999,43.968355420799924,0.0878439948970291,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,1130,2021-05-01 08:00:00+00:00,True,False,False,True,False,False,True,True,long_breakeven_floor_stop,4.404062802506135e-06,108427153.97341838,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2021-05-01 08:00:00+00:00,2021-05-04 00:00:00+00:00,1130,1146,16.0,477.5199999999999,488.3163484278432,11.264863741240342,0.02260920679310452,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,1145,2021-05-03 20:00:00+00:00,False,True,True,True,True,False,True,False,long_trailing_stop,4.883163484278432e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-04-29 20:00:00+00:00,2021-05-04 00:00:00+00:00,1121,1146,25.0,438.96000000000004,488.3163484278432,56.278979536214806,0.11243928473629294,stop_hit_proxy:long_trailing_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,1145,2021-05-03 20:00:00+00:00,True,True,True,True,True,False,True,True,long_trailing_stop,4.883163484278432e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-05-04 08:00:00+00:00,2021-05-04 12:00:00+00:00,1148,1149,1.0,504.0199999999999,455.08,-97.30857264479998,-0.09709932145549782,long_trend_fail_close,position.close(),True,1149,2021-05-04 12:00:00+00:00,False,False,False,True,False,True,False,False,long_base_stop,4.636821360014512e-06,98144819.4850781,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long1,long,2021-05-13 00:00:00+00:00,2021-05-13 08:00:00+00:00,1200,1202,2.0,599.36,529.5602240421678,-116.59371607141637,-0.11645718092270463,stop_hit_proxy:long_base_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,1201,2021-05-13 04:00:00+00:00,False,False,False,True,True,False,False,False,long_base_stop,5.295602240421678e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-08-09 08:00:00+00:00,2021-08-10 16:00:00+00:00,1730,1738,8.0,378.22,379.2801641483056,2.803027382100647,0.0028030356625921016,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,1737,2021-08-10 12:00:00+00:00,True,False,False,True,False,False,False,False,long_breakeven_floor_stop,3.792801641483056e-06,99999999.0,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long1,long,2021-08-10 16:00:00+00:00,2021-08-11 04:00:00+00:00,1738,1741,3.0,384.48,406.36999999999995,28.467449191499963,0.05693404078235531,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,1741,2021-08-11 04:00:00+00:00,True,False,False,True,False,False,True,True,long_breakeven_floor_stop,3.855459523245459e-06,105401183.35945211,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2021-08-11 04:00:00+00:00,2021-08-12 04:00:00+00:00,1741,1747,6.0,406.36999999999995,396.16979053758604,-12.49134124105488,-0.025100793519240883,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,1746,2021-08-12 00:00:00+00:00,False,False,False,True,True,False,True,False,long_breakeven_floor_stop,3.961697905375861e-06,99999998.99999999,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-08-10 16:00:00+00:00,2021-08-12 04:00:00+00:00,1738,1747,9.0,384.48,396.16979053758604,15.202307820375012,0.03040415766122062,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,1746,2021-08-12 00:00:00+00:00,True,False,False,True,True,False,True,True,long_breakeven_floor_stop,3.961697905375861e-06,99999998.99999999,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
AAVEUSDT,Long1,long,2021-08-13 00:00:00+00:00,2021-08-13 04:00:00+00:00,1752,1753,1.0,400.1,423.27,28.964286870399977,0.057910522369407635,long_tp1_partial_close,position.close(portion=partial_exit_pct),True,1753,2021-08-13 04:00:00+00:00,True,False,False,True,False,False,True,True,long_breakeven_floor_stop,4.012513399445368e-06,105487497.19963385,exact,Research-only instrumentation; explicit strategy close event matched.
AAVEUSDT,Long2,long,2021-08-13 04:00:00+00:00,2021-08-13 12:00:00+00:00,1753,1755,2.0,423.27,412.49558414388144,-12.671522744147028,-0.025455184293993405,stop_hit_proxy:long_breakeven_floor_stop,latest trade.sl assignment before unmatched close; broker stop reason not exported,False,1754,2021-08-13 08:00:00+00:00,False,False,False,True,True,False,True,False,long_breakeven_floor_stop,4.1249558414388144e-06,99999999.0,proxy,Research-only instrumentation; stop-hit labels are proxies where broker reason is unavailable.
