Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
0.18947872000000002,595,609,5275.0,5399.75,,,22.62615133683996,1.01131898316,0.022637464454976365,2019-04-22 08:00:00+00:00,2019-04-24 16:00:00+00:00,2 days 08:00:00,Long1
0.17444248,680,741,5730.98,7344.03,,,280.24402377878755,1.1404185852124,0.2803207296134343,2019-05-06 12:00:00+00:00,2019-05-17 00:00:00+00:00,10 days 12:00:00,Long1
0.127963,762,776,7834.51,7628.430000000001,,,-27.3599571356099,0.9893420956100001,-0.027290981822730393,2019-05-20 12:00:00+00:00,2019-05-22 20:00:00+00:00,2 days 08:00:00,Long1
0.11036155,938,991,9081.55,11022.01,,,213.04284329194107,1.109330021059,0.2125637385688568,2019-06-18 20:00:00+00:00,2019-06-27 16:00:00+00:00,8 days 20:00:00,Long1
0.08246947,995,999,12178.85,11616.29,,,-47.37521133538781,0.9811862921879002,-0.047168457612992876,2019-06-28 08:00:00+00:00,2019-06-29 00:00:00+00:00,0 days 16:00:00,Long1
0.08624336,1233,1253,11640.43,11395.23,,,-22.140208231108765,0.9933363591088,-0.022053981682807262,2019-08-07 00:00:00+00:00,2019-08-10 08:00:00+00:00,3 days 08:00:00,Long1
0.10693931,2312,2315,9385.59,9270.0,,,-13.35862280402138,0.9975079611214499,-0.013309530354511425,2020-02-03 00:00:00+00:00,2020-02-03 12:00:00+00:00,0 days 12:00:00,Long1
0.10655169,2326,2355,9418.48,9968.99,,,57.624887015237874,1.03288384666215,0.05742075844509954,2020-02-05 08:00:00+00:00,2020-02-10 04:00:00+00:00,4 days 20:00:00,Long1
0.09878327,2363,2387,10164.99,9983.18,,,-18.954937377257906,0.99515105855795,-0.018876957576938025,2020-02-11 12:00:00+00:00,2020-02-15 12:00:00+00:00,4 days 00:00:00,Long1
0.11273908,2867,2893,8905.0,8622.78,,,-32.80525605342099,0.9880328958212001,-0.03267646153846131,2020-05-05 16:00:00+00:00,2020-05-10 00:00:00+00:00,4 days 08:00:00,Long1
0.10377600000000001,2944,2947,9670.96,9530.0,,,-15.624564372480009,0.99629941248,-0.01556830759304146,2020-05-18 12:00:00+00:00,2020-05-19 00:00:00+00:00,0 days 12:00:00,Long1
0.10546346000000001,3023,3034,9514.74,9468.81,,,-5.844972150841615,1.0010354330415,-0.005824833363812424,2020-05-31 16:00:00+00:00,2020-06-02 12:00:00+00:00,1 days 20:00:00,Long1
0.10208151,3046,3051,9829.39,9696.6,,,-14.55202498462236,0.9966212717224501,-0.014502730586536776,2020-06-04 12:00:00+00:00,2020-06-05 08:00:00+00:00,0 days 20:00:00,Long1
0.0846456,3480,3483,11852.4,11750.65,,,-9.6116369645399,0.99894716454,-0.009580466825284217,2020-08-15 20:00:00+00:00,2020-08-16 08:00:00+00:00,0 days 12:00:00,Long1
0.0858825,3573,3577,11680.58,11691.49,,,-0.06664782588759866,1.0036259008875,-6.643805358988019e-05,2020-08-31 08:00:00+00:00,2020-09-01 00:00:00+00:00,0 days 16:00:00,Long1
0.08685807,3826,3848,11549.38,11305.87,,,-22.14339007788357,0.9925814521837499,-0.022073706553944705,2020-10-12 12:00:00+00:00,2020-10-16 04:00:00+00:00,3 days 16:00:00,Long1
0.07464011,3928,3951,13436.950000000003,13402.18,,,-3.5968744324522266,1.0016378077521502,-0.0035863469760623362,2020-10-29 12:00:00+00:00,2020-11-02 08:00:00+00:00,3 days 20:00:00,Long1
