symbol,base_population,field,display_field,field_kind,is_major_candidate_field,expected_direction,observed_direction,supports_expected_direction,contradicts_expected_direction,sample_too_small_to_interpret,clean_count,adverse_dominant_count,clean_avg,clean_median,adverse_dominant_avg,adverse_dominant_median,delta_clean_minus_adverse,median_delta_clean_minus_adverse
ATOMUSDT,starter_short_signal,entry_short_squeeze_pass,entry_short_squeeze_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,18,25,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,executed_short1,entry_short_ema20_gap_atr,entry_short_ema20_gap_atr,pre_entry_numeric,True,higher_clean,higher_clean,True,False,False,7,5,0.40443420013929327,0.3961379251092972,0.37411185506328326,0.3393985583620391,0.030322345076010004,0.0567393667472581
UNIUSDT,executed_short1,entry_adx,entry_adx,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,7,5,21.573745397377966,20.599708884842617,25.959470133026258,27.81261113589897,-4.385724735648292,-7.212902251056352
UNIUSDT,executed_short1,entry_exec_distance_atr,entry_exec_distance_atr,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,7,5,1.0520260063543236,1.0126474993977808,1.2584977133522195,1.3711875012369672,-0.20647170699789585,-0.35854000183918644
UNIUSDT,executed_short1,entry_atr_ratio,entry_atr_ratio,pre_entry_numeric,False,lower_clean,lower_clean,True,False,False,7,5,0.9911277528588683,0.966249980897635,1.0249543447046985,1.01982562256584,-0.033826591845830145,-0.05357564166820494
UNIUSDT,executed_short1,entry_plus_di,plus_di,pre_entry_numeric,True,lower_clean,higher_clean,False,True,False,7,5,18.574614823120392,19.34993143426865,16.95741890268946,17.06543845062486,1.6171959204309303,2.2844929836437906
UNIUSDT,executed_short1,entry_minus_di,minus_di,pre_entry_numeric,False,higher_clean,higher_clean,True,False,False,7,5,22.792778996163438,23.11559764044875,22.753803644521618,23.22607627402787,0.03897535164182031,-0.11047863357912036
UNIUSDT,executed_short1,entry_di_spread,di_spread,pre_entry_numeric,True,lower_clean,higher_clean,False,True,False,7,5,-4.218164173043041,-4.087679342048528,-5.796384741832161,-6.160637823403011,1.5782205687891198,2.0729584813544832
UNIUSDT,executed_short1,entry_rsi,entry_rsi,pre_entry_numeric,False,lower_clean,higher_clean,False,True,False,7,5,45.55126721737468,46.11637346704401,44.76407125350312,44.8444273495578,0.7871959638715609,1.271946117486216
UNIUSDT,executed_short1,entry_short_resumption_strong,entry_short_resumption_strong,pre_entry_boolean,True,higher_clean,higher_clean,True,False,False,7,5,0.5714285714285714,1.0,0.4,0.0,0.17142857142857137,1.0
UNIUSDT,executed_short1,entry_short_resumption,entry_short_resumption,pre_entry_boolean,False,higher_clean,flat,False,True,False,7,5,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,executed_short1,entry_short_pullback,entry_short_pullback,pre_entry_boolean,False,higher_clean,flat,False,True,False,7,5,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,executed_short1,entry_exec_bear_structure,entry_exec_bear_structure,pre_entry_boolean,False,higher_clean,flat,False,True,False,7,5,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,executed_short1,entry_exec_slope_down,entry_exec_slope_down,pre_entry_boolean,False,higher_clean,flat,False,True,False,7,5,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,executed_short1,entry_exec_adx_pass,entry_exec_adx_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,7,5,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,executed_short1,entry_exec_atr_pass,entry_exec_atr_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,7,5,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,executed_short1,entry_exec_distance_pass,entry_exec_distance_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,7,5,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,executed_short1,entry_short_distance_cap_pass,entry_short_distance_cap_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,7,5,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,executed_short1,entry_short_ema20_proximity_pass,entry_short_ema20_proximity_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,7,5,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,executed_short1,entry_exec_bear_momentum,entry_exec_bear_momentum,pre_entry_boolean,False,higher_clean,flat,False,True,False,7,5,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,executed_short1,entry_short_squeeze_risk,entry_short_squeeze_risk,pre_entry_boolean,False,lower_clean,flat,False,True,False,7,5,0.0,0.0,0.0,0.0,0.0,0.0
UNIUSDT,executed_short1,entry_short_squeeze_pass,entry_short_squeeze_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,7,5,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,starter_short_signal,entry_short_ema20_gap_atr,entry_short_ema20_gap_atr,pre_entry_numeric,True,higher_clean,higher_clean,True,False,False,19,16,0.379620430496656,0.3569538659493279,0.3548215603473237,0.331436934180506,0.024798870149332297,0.02551693176882186
UNIUSDT,starter_short_signal,entry_adx,entry_adx,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,19,16,22.141687371660808,21.176221143761897,28.255353037137134,26.125520412730253,-6.113665665476326,-4.949299268968357
UNIUSDT,starter_short_signal,entry_exec_distance_atr,entry_exec_distance_atr,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,19,16,1.1545430463225779,1.190207279434876,1.3428845765386832,1.4105270045131575,-0.18834153021610534,-0.22031972507828157
UNIUSDT,starter_short_signal,entry_atr_ratio,entry_atr_ratio,pre_entry_numeric,False,lower_clean,higher_clean,False,True,False,19,16,1.024629450308401,0.9985560743710244,1.0155363586898485,1.0160553444471603,0.00909309161855254,-0.01749927007613583
UNIUSDT,starter_short_signal,entry_plus_di,plus_di,pre_entry_numeric,True,lower_clean,higher_clean,False,True,False,19,16,17.358496525054676,18.135164113442062,16.558677929064185,16.94116471119821,0.7998185959904909,1.193999402243854
UNIUSDT,starter_short_signal,entry_minus_di,minus_di,pre_entry_numeric,False,higher_clean,higher_clean,True,False,False,19,16,24.122461857747748,23.857844586472755,24.077459149237193,23.787787243949566,0.04500270851055532,0.07005734252318874
UNIUSDT,starter_short_signal,entry_di_spread,di_spread,pre_entry_numeric,True,lower_clean,higher_clean,False,True,False,19,16,-6.7639653326930675,-6.685598968476896,-7.518781220173011,-6.216443945158454,0.7548158874799435,-0.46915502331844205
UNIUSDT,starter_short_signal,entry_rsi,entry_rsi,pre_entry_numeric,False,lower_clean,higher_clean,False,True,False,19,16,45.12335106654714,45.330906154131696,44.60426923106465,44.96692213312916,0.5190818354824884,0.3639840210025369
UNIUSDT,starter_short_signal,entry_short_resumption_strong,entry_short_resumption_strong,pre_entry_boolean,True,higher_clean,higher_clean,True,False,False,19,16,0.42105263157894735,0.0,0.1875,0.0,0.23355263157894735,0.0
UNIUSDT,starter_short_signal,entry_short_resumption,entry_short_resumption,pre_entry_boolean,False,higher_clean,flat,False,True,False,19,16,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,starter_short_signal,entry_short_pullback,entry_short_pullback,pre_entry_boolean,False,higher_clean,flat,False,True,False,19,16,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,starter_short_signal,entry_exec_bear_structure,entry_exec_bear_structure,pre_entry_boolean,False,higher_clean,flat,False,True,False,19,16,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,starter_short_signal,entry_exec_slope_down,entry_exec_slope_down,pre_entry_boolean,False,higher_clean,flat,False,True,False,19,16,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,starter_short_signal,entry_exec_adx_pass,entry_exec_adx_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,19,16,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,starter_short_signal,entry_exec_atr_pass,entry_exec_atr_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,19,16,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,starter_short_signal,entry_exec_distance_pass,entry_exec_distance_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,19,16,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,starter_short_signal,entry_short_distance_cap_pass,entry_short_distance_cap_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,19,16,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,starter_short_signal,entry_short_ema20_proximity_pass,entry_short_ema20_proximity_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,19,16,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,starter_short_signal,entry_exec_bear_momentum,entry_exec_bear_momentum,pre_entry_boolean,False,higher_clean,flat,False,True,False,19,16,1.0,1.0,1.0,1.0,0.0,0.0
UNIUSDT,starter_short_signal,entry_short_squeeze_risk,entry_short_squeeze_risk,pre_entry_boolean,False,lower_clean,flat,False,True,False,19,16,0.0,0.0,0.0,0.0,0.0,0.0
UNIUSDT,starter_short_signal,entry_short_squeeze_pass,entry_short_squeeze_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,19,16,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,executed_short1,entry_short_ema20_gap_atr,entry_short_ema20_gap_atr,pre_entry_numeric,True,higher_clean,higher_clean,True,False,False,6,5,0.5045251528297333,0.5196434975178017,0.456768171120501,0.4393431585594495,0.047756981709232316,0.0803003389583522
ADAUSDT,executed_short1,entry_adx,entry_adx,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,6,5,21.336105439199045,20.574998739658454,26.785254940325963,26.719119858925,-5.449149501126918,-6.144121119266547
ADAUSDT,executed_short1,entry_exec_distance_atr,entry_exec_distance_atr,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,6,5,1.1312122074076874,1.1061001782931026,1.2701358124145599,1.4509734023794283,-0.1389236050068725,-0.3448732240863257
ADAUSDT,executed_short1,entry_atr_ratio,entry_atr_ratio,pre_entry_numeric,False,lower_clean,higher_clean,False,True,False,6,5,0.9984487527913309,0.9847729905375837,0.9945316405865737,0.990351788037157,0.0039171122047572116,-0.00557879749957324
ADAUSDT,executed_short1,entry_plus_di,plus_di,pre_entry_numeric,True,lower_clean,higher_clean,False,True,False,6,5,17.287140854347104,17.240564391095827,16.36046932417755,16.21690782062671,0.9266715301695534,1.023656570469118
ADAUSDT,executed_short1,entry_minus_di,minus_di,pre_entry_numeric,False,higher_clean,lower_clean,False,True,False,6,5,22.579186600096538,22.27094191017787,23.76719092963176,24.881080196173667,-1.1880043295352216,-2.610138285995795
ADAUSDT,executed_short1,entry_di_spread,di_spread,pre_entry_numeric,True,lower_clean,higher_clean,False,True,False,6,5,-5.2920457457494345,-5.7544215692882545,-7.406721605454203,-6.190752502676904,2.114675859704769,0.4363309333886498
ADAUSDT,executed_short1,entry_rsi,entry_rsi,pre_entry_numeric,False,lower_clean,higher_clean,False,True,False,6,5,43.967067184565956,44.36358899837913,43.768551936318936,43.762273968156514,0.19851524824701983,0.6013150302226151
ADAUSDT,executed_short1,entry_short_resumption_strong,entry_short_resumption_strong,pre_entry_boolean,True,higher_clean,higher_clean,True,False,False,6,5,0.5,0.5,0.2,0.0,0.3,0.5
ADAUSDT,executed_short1,entry_short_resumption,entry_short_resumption,pre_entry_boolean,False,higher_clean,flat,False,True,False,6,5,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,executed_short1,entry_short_pullback,entry_short_pullback,pre_entry_boolean,False,higher_clean,flat,False,True,False,6,5,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,executed_short1,entry_exec_bear_structure,entry_exec_bear_structure,pre_entry_boolean,False,higher_clean,flat,False,True,False,6,5,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,executed_short1,entry_exec_slope_down,entry_exec_slope_down,pre_entry_boolean,False,higher_clean,flat,False,True,False,6,5,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,executed_short1,entry_exec_adx_pass,entry_exec_adx_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,6,5,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,executed_short1,entry_exec_atr_pass,entry_exec_atr_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,6,5,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,executed_short1,entry_exec_distance_pass,entry_exec_distance_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,6,5,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,executed_short1,entry_short_distance_cap_pass,entry_short_distance_cap_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,6,5,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,executed_short1,entry_short_ema20_proximity_pass,entry_short_ema20_proximity_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,6,5,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,executed_short1,entry_exec_bear_momentum,entry_exec_bear_momentum,pre_entry_boolean,False,higher_clean,flat,False,True,False,6,5,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,executed_short1,entry_short_squeeze_risk,entry_short_squeeze_risk,pre_entry_boolean,False,lower_clean,flat,False,True,False,6,5,0.0,0.0,0.0,0.0,0.0,0.0
ADAUSDT,executed_short1,entry_short_squeeze_pass,entry_short_squeeze_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,6,5,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,starter_short_signal,entry_short_ema20_gap_atr,entry_short_ema20_gap_atr,pre_entry_numeric,True,higher_clean,higher_clean,True,False,False,10,22,0.5283203604792597,0.5196434975178017,0.36435187755916815,0.3617252154301599,0.16396848292009153,0.1579182820876418
ADAUSDT,starter_short_signal,entry_adx,entry_adx,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,10,22,22.024742645347153,21.64824613787461,27.013544821786795,26.414318526846472,-4.988802176439641,-4.76607238897186
ADAUSDT,starter_short_signal,entry_exec_distance_atr,entry_exec_distance_atr,pre_entry_numeric,True,lower_clean,higher_clean,False,True,False,10,22,1.1097298319659779,1.1203195886173392,1.0559716431201454,1.027064517533669,0.0537581888458325,0.09325507108367015
ADAUSDT,starter_short_signal,entry_atr_ratio,entry_atr_ratio,pre_entry_numeric,False,lower_clean,lower_clean,True,False,False,10,22,0.99449133900088,0.9982225410338862,1.03019231605876,1.0050369672741075,-0.03570097705788,-0.006814426240221327
ADAUSDT,starter_short_signal,entry_plus_di,plus_di,pre_entry_numeric,True,lower_clean,higher_clean,False,True,False,10,22,16.911488602599743,17.045110781305624,15.315885696079711,15.607711159768254,1.595602906520032,1.43739962153737
ADAUSDT,starter_short_signal,entry_minus_di,minus_di,pre_entry_numeric,False,higher_clean,higher_clean,True,False,False,10,22,22.167772629260018,22.27094191017787,21.42899567706735,19.961050087282835,0.7387769521926693,2.309891822895036
ADAUSDT,starter_short_signal,entry_di_spread,di_spread,pre_entry_numeric,True,lower_clean,higher_clean,False,True,False,10,22,-5.256284026660277,-5.387214769137326,-6.113109980987638,-5.896228415096858,0.8568259543273617,0.5090136459595316
ADAUSDT,starter_short_signal,entry_rsi,entry_rsi,pre_entry_numeric,False,lower_clean,lower_clean,True,False,False,10,22,43.66284356395661,43.848324962637435,45.04071562984805,45.45472717031549,-1.377872065891438,-1.6064022076780589
ADAUSDT,starter_short_signal,entry_short_resumption_strong,entry_short_resumption_strong,pre_entry_boolean,True,higher_clean,higher_clean,True,False,False,10,22,0.4,0.0,0.36363636363636365,0.0,0.036363636363636376,0.0
ADAUSDT,starter_short_signal,entry_short_resumption,entry_short_resumption,pre_entry_boolean,False,higher_clean,flat,False,True,False,10,22,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,starter_short_signal,entry_short_pullback,entry_short_pullback,pre_entry_boolean,False,higher_clean,flat,False,True,False,10,22,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,starter_short_signal,entry_exec_bear_structure,entry_exec_bear_structure,pre_entry_boolean,False,higher_clean,flat,False,True,False,10,22,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,starter_short_signal,entry_exec_slope_down,entry_exec_slope_down,pre_entry_boolean,False,higher_clean,flat,False,True,False,10,22,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,starter_short_signal,entry_exec_adx_pass,entry_exec_adx_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,10,22,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,starter_short_signal,entry_exec_atr_pass,entry_exec_atr_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,10,22,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,starter_short_signal,entry_exec_distance_pass,entry_exec_distance_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,10,22,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,starter_short_signal,entry_short_distance_cap_pass,entry_short_distance_cap_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,10,22,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,starter_short_signal,entry_short_ema20_proximity_pass,entry_short_ema20_proximity_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,10,22,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,starter_short_signal,entry_exec_bear_momentum,entry_exec_bear_momentum,pre_entry_boolean,False,higher_clean,flat,False,True,False,10,22,1.0,1.0,1.0,1.0,0.0,0.0
ADAUSDT,starter_short_signal,entry_short_squeeze_risk,entry_short_squeeze_risk,pre_entry_boolean,False,lower_clean,flat,False,True,False,10,22,0.0,0.0,0.0,0.0,0.0,0.0
ADAUSDT,starter_short_signal,entry_short_squeeze_pass,entry_short_squeeze_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,10,22,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,executed_short1,entry_short_ema20_gap_atr,entry_short_ema20_gap_atr,pre_entry_numeric,True,higher_clean,higher_clean,True,False,False,5,6,0.3722831346335994,0.3273535892781495,0.3475536657388571,0.36673397456259005,0.024729468894742312,-0.039380385284440544
XRPUSDT,executed_short1,entry_adx,entry_adx,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,5,6,25.828901264948094,28.759487977963172,28.148261495104332,24.334268488609826,-2.3193602301562386,4.425219489353346
XRPUSDT,executed_short1,entry_exec_distance_atr,entry_exec_distance_atr,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,5,6,0.8975027705893035,0.9162380443198382,1.1390416415412845,1.2088473349399314,-0.241538870951981,-0.2926092906200931
XRPUSDT,executed_short1,entry_atr_ratio,entry_atr_ratio,pre_entry_numeric,False,lower_clean,lower_clean,True,False,False,5,6,1.0116841842815856,0.9819259879566604,1.0623092651522807,1.0046915669263916,-0.05062508087069517,-0.022765578969731193
XRPUSDT,executed_short1,entry_plus_di,plus_di,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,5,6,16.505112853735028,17.36296763002637,17.512798386424674,16.867595608418142,-1.0076855326896457,0.495372021608226
XRPUSDT,executed_short1,entry_minus_di,minus_di,pre_entry_numeric,False,higher_clean,higher_clean,True,False,False,5,6,26.470066206369218,25.5383193903074,23.661775815988673,23.854783752338022,2.808290390380545,1.6835356379693778
XRPUSDT,executed_short1,entry_di_spread,di_spread,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,5,6,-9.964953352634188,-9.882400102689726,-6.148977429563998,-4.465977122582785,-3.81597592307019,-5.41642298010694
XRPUSDT,executed_short1,entry_rsi,entry_rsi,pre_entry_numeric,False,lower_clean,higher_clean,False,True,False,5,6,44.980651802292925,45.836421164027925,44.838682873363666,45.26039637848723,0.14196892892925916,0.5760247855406959
XRPUSDT,executed_short1,entry_short_resumption_strong,entry_short_resumption_strong,pre_entry_boolean,True,higher_clean,higher_clean,True,False,False,5,6,0.2,0.0,0.16666666666666666,0.0,0.033333333333333354,0.0
XRPUSDT,executed_short1,entry_short_resumption,entry_short_resumption,pre_entry_boolean,False,higher_clean,flat,False,True,False,5,6,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,executed_short1,entry_short_pullback,entry_short_pullback,pre_entry_boolean,False,higher_clean,flat,False,True,False,5,6,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,executed_short1,entry_exec_bear_structure,entry_exec_bear_structure,pre_entry_boolean,False,higher_clean,flat,False,True,False,5,6,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,executed_short1,entry_exec_slope_down,entry_exec_slope_down,pre_entry_boolean,False,higher_clean,flat,False,True,False,5,6,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,executed_short1,entry_exec_adx_pass,entry_exec_adx_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,5,6,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,executed_short1,entry_exec_atr_pass,entry_exec_atr_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,5,6,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,executed_short1,entry_exec_distance_pass,entry_exec_distance_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,5,6,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,executed_short1,entry_short_distance_cap_pass,entry_short_distance_cap_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,5,6,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,executed_short1,entry_short_ema20_proximity_pass,entry_short_ema20_proximity_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,5,6,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,executed_short1,entry_exec_bear_momentum,entry_exec_bear_momentum,pre_entry_boolean,False,higher_clean,flat,False,True,False,5,6,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,executed_short1,entry_short_squeeze_risk,entry_short_squeeze_risk,pre_entry_boolean,False,lower_clean,flat,False,True,False,5,6,0.0,0.0,0.0,0.0,0.0,0.0
XRPUSDT,executed_short1,entry_short_squeeze_pass,entry_short_squeeze_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,5,6,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,starter_short_signal,entry_short_ema20_gap_atr,entry_short_ema20_gap_atr,pre_entry_numeric,True,higher_clean,higher_clean,True,False,False,15,15,0.4500170381472496,0.4273247269463616,0.3388100457180129,0.3035390528569304,0.1112069924292367,0.1237856740894312
XRPUSDT,starter_short_signal,entry_adx,entry_adx,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,15,15,24.855559654109463,21.421771053513357,26.485799821990543,23.83552206453837,-1.6302401678810803,-2.4137510110250133
XRPUSDT,starter_short_signal,entry_exec_distance_atr,entry_exec_distance_atr,pre_entry_numeric,True,lower_clean,higher_clean,False,True,False,15,15,1.1163815115426208,1.211414175402293,1.0298466036318692,1.039263784945872,0.08653490791075158,0.172150390456421
XRPUSDT,starter_short_signal,entry_atr_ratio,entry_atr_ratio,pre_entry_numeric,False,lower_clean,higher_clean,False,True,False,15,15,1.0444383330875968,0.9819259879566604,1.0218573434413982,0.9940399724445196,0.02258098964619859,-0.012113984487859164
XRPUSDT,starter_short_signal,entry_plus_di,plus_di,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,15,15,16.101723449381133,15.759103943488014,17.256202194360363,17.117880104524087,-1.1544787449792295,-1.3587761610360722
XRPUSDT,starter_short_signal,entry_minus_di,minus_di,pre_entry_numeric,False,higher_clean,higher_clean,True,False,False,15,15,23.837571161799016,23.100213163032716,23.765794545789376,24.06227405372209,0.07177661600963958,-0.9620608906893722
XRPUSDT,starter_short_signal,entry_di_spread,di_spread,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,15,15,-7.735847712417884,-7.875971055425669,-6.509592351429008,-5.10234621288021,-1.2262553609888762,-2.773624842545459
XRPUSDT,starter_short_signal,entry_rsi,entry_rsi,pre_entry_numeric,False,lower_clean,lower_clean,True,False,False,15,15,44.44309920272385,44.53550120840512,45.23923743957344,45.55851839570789,-0.7961382368495862,-1.02301718730277
XRPUSDT,starter_short_signal,entry_short_resumption_strong,entry_short_resumption_strong,pre_entry_boolean,True,higher_clean,lower_clean,False,True,False,15,15,0.3333333333333333,0.0,0.4,0.0,-0.06666666666666671,0.0
XRPUSDT,starter_short_signal,entry_short_resumption,entry_short_resumption,pre_entry_boolean,False,higher_clean,flat,False,True,False,15,15,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,starter_short_signal,entry_short_pullback,entry_short_pullback,pre_entry_boolean,False,higher_clean,flat,False,True,False,15,15,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,starter_short_signal,entry_exec_bear_structure,entry_exec_bear_structure,pre_entry_boolean,False,higher_clean,flat,False,True,False,15,15,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,starter_short_signal,entry_exec_slope_down,entry_exec_slope_down,pre_entry_boolean,False,higher_clean,flat,False,True,False,15,15,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,starter_short_signal,entry_exec_adx_pass,entry_exec_adx_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,15,15,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,starter_short_signal,entry_exec_atr_pass,entry_exec_atr_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,15,15,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,starter_short_signal,entry_exec_distance_pass,entry_exec_distance_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,15,15,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,starter_short_signal,entry_short_distance_cap_pass,entry_short_distance_cap_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,15,15,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,starter_short_signal,entry_short_ema20_proximity_pass,entry_short_ema20_proximity_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,15,15,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,starter_short_signal,entry_exec_bear_momentum,entry_exec_bear_momentum,pre_entry_boolean,False,higher_clean,flat,False,True,False,15,15,1.0,1.0,1.0,1.0,0.0,0.0
XRPUSDT,starter_short_signal,entry_short_squeeze_risk,entry_short_squeeze_risk,pre_entry_boolean,False,lower_clean,flat,False,True,False,15,15,0.0,0.0,0.0,0.0,0.0,0.0
XRPUSDT,starter_short_signal,entry_short_squeeze_pass,entry_short_squeeze_pass,pre_entry_boolean,False,higher_clean,flat,False,True,False,15,15,1.0,1.0,1.0,1.0,0.0,0.0
LTCUSDT,executed_short1,entry_short_ema20_gap_atr,entry_short_ema20_gap_atr,pre_entry_numeric,True,higher_clean,lower_clean,False,True,False,3,7,0.32942670448506384,0.2344274112247347,0.3799748969236255,0.3962786045086474,-0.05054819243856168,-0.16185119328391268
LTCUSDT,executed_short1,entry_adx,entry_adx,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,3,7,25.483402301723274,28.265787869910767,30.185875610683087,25.87616162697344,-4.702473308959814,2.3896262429373287
LTCUSDT,executed_short1,entry_exec_distance_atr,entry_exec_distance_atr,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,3,7,0.9859547116273406,1.1785942557475984,1.2117646309105319,1.0983442811138675,-0.22580991928319127,0.08024997463373085
LTCUSDT,executed_short1,entry_atr_ratio,entry_atr_ratio,pre_entry_numeric,False,lower_clean,lower_clean,True,False,False,3,7,0.9781093479608286,0.9406241531229792,1.0213733451509046,1.03655458827157,-0.04326399719007601,-0.0959304351485909
LTCUSDT,executed_short1,entry_plus_di,plus_di,pre_entry_numeric,True,lower_clean,lower_clean,True,False,False,3,7,15.073324339291531,14.092946770557994,16.279869256555667,16.75610095077639,-1.2065449172641358,-2.6631541802183953
