symbol,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,direction,is_winner,is_loser
XRPUSDT,-3214.81450946,415,473,0.311,0.31887,510579.28663629945,,-26.3130477969869,1.012457607536785,-0.026318118971060914,2019-03-23 08:00:00+00:00,2019-04-02 00:00:00+00:00,9 days 16:00:00,Short1,short,False,True
XRPUSDT,-3326.38128877,623,671,0.30049,0.30282,701826.7609996931,,-8.753887950498052,1.0034195476639143,-0.00875787879796329,2019-04-27 00:00:00+00:00,2019-05-05 00:00:00+00:00,8 days 00:00:00,Short1,short,False,True
XRPUSDT,-3189.5861443500003,1153,1484,0.31335,0.30457,1111596.6309515424,,27.019111812234772,0.9854545351583761,0.027033796074676975,2019-07-24 16:00:00+00:00,2019-09-18 00:00:00+00:00,55 days 08:00:00,Short1,short,True,False
XRPUSDT,-4068.39569618,1568,1604,0.24573,0.28156,978797.4440374209,,-146.84322997744854,1.072612183319376,-0.14688334757660823,2019-10-02 00:00:00+00:00,2019-10-08 00:00:00+00:00,6 days 00:00:00,Short1,short,False,True
XRPUSDT,-5253.9956630100005,3125,3253,0.19,0.20007999999999998,657207.4269656619,,-53.98501559725422,1.0247393141134704,-0.05407915789473671,2020-06-17 16:00:00+00:00,2020-07-09 00:00:00+00:00,21 days 08:00:00,Short1,short,False,True
XRPUSDT,-3833.84412698,4475,4483,0.26024,0.28452,2046449.5433165012,,-94.12999786638106,1.0442624633068125,-0.09434514294497377,2021-01-28 16:00:00+00:00,2021-01-30 00:00:00+00:00,1 days 08:00:00,Short1,short,False,True
XRPUSDT,-2611.60678186,8539,8767,0.3856,0.40119999999999995,1314184.673738893,,-41.76847190499969,1.027406107983724,-0.041476659751037426,2022-12-07 00:00:00+00:00,2023-01-14 00:00:00+00:00,38 days 00:00:00,Short1,short,False,True
XRPUSDT,-2679.3135456600003,9037,9145,0.37570000000000003,0.3837,1269836.5056287674,,-22.451843718567027,1.0173353532871021,-0.022304232100079802,2023-02-28 00:00:00+00:00,2023-03-18 00:00:00+00:00,18 days 00:00:00,Short1,short,False,True
XRPUSDT,-2365.20256843,9484,9505,0.4255,0.459,1160033.6706329265,,-80.28029687829321,1.0460108358881675,-0.07977027027027042,2023-05-13 12:00:00+00:00,2023-05-17 00:00:00+00:00,3 days 12:00:00,Short1,short,False,True
XRPUSDT,-2086.28898569,10217,10267,0.48200000000000004,0.5185,1288759.9154840854,,-77.19321404277632,1.0436660650914225,-0.07676400414937755,2023-09-12 16:00:00+00:00,2023-09-21 00:00:00+00:00,8 days 08:00:00,Short1,short,False,True
XRPUSDT,-2002.03176875,10298,10321,0.5019,0.5171,1338502.5398437825,,-31.450918071178183,1.020035186178125,-0.03130005977286323,2023-09-26 04:00:00+00:00,2023-09-30 00:00:00+00:00,3 days 20:00:00,Short1,short,False,True
