Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,direction,is_winner,is_loser_nonpositive,entry_exec_distance_atr,entry_short_ema20_gap_atr,entry_atr_ratio,entry_adx,entry_plus_di,entry_minus_di,entry_di_spread,entry_rsi,entry_exec_bear_structure,entry_exec_slope_down,entry_exec_adx_pass,entry_exec_atr_pass,entry_exec_distance_pass,entry_short_distance_cap_pass,entry_short_ema20_proximity_pass,entry_exec_bear_momentum,entry_short_squeeze_risk,entry_short_squeeze_pass,entry_short_pullback,entry_short_resumption,entry_short_resumption_strong,entry_starter_short_signal,fwd_24bar_short_return,fwd_24bar_mfe_atr,fwd_24bar_mae_atr,followthrough_label,symbol,population
-171.64980165,8434,8922,5.794,4.676,13321593.00350443,,191.00589153306208,0.8985867116377501,0.19205471177079722,2024-07-05 16:00:00+00:00,2024-09-25 00:00:00+00:00,81 days 08:00:00,Short1,short,True,False,0.8421282089870025,0.26090985578127374,1.44496789294435,40.2583127529149,18.00017432726843,31.645118917253136,-13.644944589984707,46.51740270901223,True,True,True,True,True,True,True,True,False,True,True,True,False,True,-0.048671039005868146,0.6786533793807449,2.16086566808962,False,DOTUSDT,executed_short1_adverse
-242.26794435,9007,9042,4.113,4.376,9328019.13245192,,-64.74477565384352,1.028306289793575,-0.0649755652808169,2024-10-09 04:00:00+00:00,2024-10-15 00:00:00+00:00,5 days 20:00:00,Short1,short,False,True,1.537345075594912,0.4909274146620146,0.9951732827372866,32.65516443728105,8.86805117990391,19.601432936693985,-10.733381756790076,43.06545445649749,True,True,True,True,True,True,True,True,False,True,True,True,False,True,-0.018964259664478334,2.212440145149035,2.0485556899527984,False,DOTUSDT,executed_short1_adverse
-203.10033264,9795,10008,4.903,4.598,13947478.7113822,,60.98077332499363,0.96482813020632,0.06123791556190082,2025-02-17 12:00:00+00:00,2025-03-25 00:00:00+00:00,35 days 12:00:00,Short1,short,True,False,0.8245269530896614,0.6289116696611851,0.9410838212266455,17.886186609770807,16.3504103396176,17.673080411672142,-1.3226700720545423,42.907030664327735,True,True,True,True,True,True,True,True,False,True,True,True,False,True,-0.06179889863348988,2.6124768022936307,3.3208159935860797,False,DOTUSDT,executed_short1_adverse
-242.55365967,10056,10188,4.108,3.982,14100163.363655252,,29.580631565054674,0.9811295533651501,0.029687195715676577,2025-04-02 00:00:00+00:00,2025-04-24 00:00:00+00:00,22 days 00:00:00,Short1,short,True,False,1.4584001474653168,0.3535142114142126,1.0145723597447376,28.79834687464402,17.664945362307584,18.847132277673097,-1.182186915365513,44.415904521955376,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.043086660175267674,2.6587865747249824,1.3344480146908742,True,DOTUSDT,executed_short1_followthrough
-254.19691211,10269,10278,3.921,4.474,14519579.676488029,,-141.63788393541182,1.066991538581725,-0.14210596786534055,2025-05-07 12:00:00+00:00,2025-05-09 00:00:00+00:00,1 days 12:00:00,Short1,short,False,True,1.3181685113088903,0.5434821931986271,0.9809318948849716,28.807502683092068,13.69083292177374,23.209252836748092,-9.518419914974352,42.77623271638225,True,True,True,True,True,True,True,True,False,True,True,True,True,True,-0.2879367508288702,0.5542791608402922,19.48088465294787,False,DOTUSDT,executed_short1_adverse
-242.28101787,10437,10650,4.108,3.642,9626103.539076263,,111.96411538317366,0.9388389442462499,0.11249391431353452,2025-06-04 12:00:00+00:00,2025-07-10 00:00:00+00:00,35 days 12:00:00,Short1,short,True,False,1.4565206701283517,0.32029490616859974,0.9149341380857867,22.39471946013858,15.621850009581228,29.286589459631617,-13.664739450050389,45.770049325167655,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.007789678675754632,4.537105822765322,0.0,True,DOTUSDT,executed_short1_followthrough
-276.24327779,10814,10830,3.607,4.0,11993026.268269464,,-109.61429947854415,1.050691307074265,-0.1100092874965343,2025-08-06 08:00:00+00:00,2025-08-09 00:00:00+00:00,2 days 16:00:00,Short1,short,False,True,1.355543001248676,0.2496860058591815,0.9528395734920604,22.11783488565625,13.258024049958998,16.444392191277167,-3.1863681413181695,46.86389638899531,True,True,True,True,True,True,True,True,False,True,True,True,False,True,-0.10673690047130573,0.4577374329148362,7.101115851165225,False,DOTUSDT,executed_short1_adverse
-331.10908443,11273,11712,3.006,2.164,7872859.863564381,,277.9379321068084,0.8559169832515501,0.27924650698602793,2025-10-21 20:00:00+00:00,2026-01-03 00:00:00+00:00,73 days 04:00:00,Short1,short,True,False,1.4045321727749374,0.47142679750931027,1.0350346932421233,26.011318109022817,22.177080152218174,29.637145545342534,-7.46006539312436,46.20644591296845,True,True,True,True,True,True,True,True,False,True,True,True,True,True,-0.027944111776447133,1.9850000312523073,1.3733430448780546,False,DOTUSDT,executed_short1_adverse
-789.00545308,12244,12450,1.265,1.305,3531727.0361044933,,-32.57409013040782,1.0138720072078,-0.03263636363636368,2026-04-01 16:00:00+00:00,2026-05-06 00:00:00+00:00,34 days 08:00:00,Short1,short,False,True,1.5576419910560189,0.14608611987497955,1.058792878379829,30.29157285030251,17.063390612785767,18.787299792050696,-1.723909179264929,46.494285382259,True,True,True,True,True,True,True,True,False,True,True,True,False,True,0.03003952569169946,2.2933182726786594,0.18797690759661595,True,DOTUSDT,executed_short1_followthrough
-95.94715849,8832,9080,10.483,9.907,28245973.955731407,,54.28738200943451,0.9781812808055499,0.05397357626633607,2023-05-23 16:00:00+00:00,2023-07-04 00:00:00+00:00,41 days 08:00:00,Short1,short,True,False,1.336941722000744,0.4133522203182608,0.904313511908161,26.543473790273,14.532314776743144,17.58534413323093,-3.0530293564877855,43.505847980324525,True,True,True,True,True,True,True,True,False,True,True,True,False,True,-0.0022894209672802758,2.4660881145300952,1.1066897192414065,False,ATOMUSDT,executed_short1_adverse
-111.76773267,9219,9542,9.004,7.329,21187515.89785922,,186.2982010334003,0.912751188849555,0.1851214460239892,2023-07-27 04:00:00+00:00,2023-09-19 00:00:00+00:00,53 days 20:00:00,Short1,short,True,False,1.291201207097951,0.1760927827525951,0.909482442919038,32.645246347025314,13.186294469026198,22.591712437517643,-9.405417968491445,44.79735439892339,True,True,True,True,True,True,True,True,False,True,True,True,False,True,0.0013327410039980763,1.320972045123269,0.9246804315862883,True,ATOMUSDT,executed_short1_followthrough
-144.65117876,9595,9614,6.97,7.2170000000000005,12302599.661986552,,-36.75492429025418,1.0260831365340601,-0.03645530846484954,2023-09-27 20:00:00+00:00,2023-10-01 00:00:00+00:00,3 days 04:00:00,Short1,short,False,True,0.8766476535098368,0.45820213048131353,1.0917851331174135,18.41741579396525,12.520451570468602,15.088671732847267,-2.5682201623786653,45.07934099459356,True,True,True,True,True,True,True,True,False,True,True,True,False,True,-0.08536585365853668,0.3558621071327131,6.880000737899205,False,ATOMUSDT,executed_short1_adverse
-110.31647881,10362,10394,9.136,9.639,19963714.793992892,,-56.52478478625887,1.035595944828875,-0.056084446147110396,2024-02-02 16:00:00+00:00,2024-02-08 00:00:00+00:00,5 days 08:00:00,Short1,short,False,True,1.5205929374808242,0.7216474964560902,0.9706077708014733,33.128084928107825,12.419618239449337,23.267829904562085,-10.848211665112748,39.36204987205405,True,True,True,True,True,True,True,True,False,True,True,True,False,True,-0.0036120840630474225,1.9393085511683574,0.6486424505614368,False,ATOMUSDT,executed_short1_adverse
-121.18459878,10876,10922,8.312,9.337,28794897.15303626,,-125.28360724143414,1.06939349193411,-0.12437734600577476,2024-04-28 08:00:00+00:00,2024-05-06 00:00:00+00:00,7 days 16:00:00,Short1,short,False,True,1.0325740772725631,0.3697185148750045,0.9121973008471687,28.25939517654994,17.150023772962115,26.250308891368405,-9.10028511840629,45.10524926772138,True,True,True,True,True,True,True,True,False,True,True,True,True,True,-0.07025986525505311,3.9986945832530045,4.6612001946795445,False,ATOMUSDT,executed_short1_adverse
-118.16234145,10968,11588,8.514,5.242,17409104.55882151,,385.8144606399068,0.8127205844931,0.3835003523608175,2024-05-13 16:00:00+00:00,2024-08-25 00:00:00+00:00,103 days 08:00:00,Short1,short,True,False,1.4596643057264096,0.6963630125179879,0.9341147882693643,33.60500453786667,12.546642482169306,27.824300728796068,-15.277658246626762,42.25986075141962,True,True,True,True,True,True,True,True,False,True,True,True,False,True,-0.020202020202020273,3.30084372545784,1.7913497257703002,False,ATOMUSDT,executed_short1_adverse
-232.64003492,11914,11924,4.341,4.415,11477102.135004638,,-18.233860656959727,1.0184980728797601,-0.01805528680027643,2024-10-18 08:00:00+00:00,2024-10-20 00:00:00+00:00,1 days 16:00:00,Short1,short,False,True,0.6894188063589297,0.4594710525910988,0.9380215565195851,18.08027333120946,15.774880613336467,20.47934381101555,-4.7044631976790825,45.806226676965196,True,True,True,True,True,True,True,True,False,True,True,True,False,True,-0.10412347385395068,0.5945253940318951,10.856550673625845,False,ATOMUSDT,executed_short1_adverse
-162.17605912,12448,12452,6.226,6.638,32387422.87382666,,-67.85965276969984,1.04311641225984,-0.06720719563122386,2025-01-15 08:00:00+00:00,2025-01-16 00:00:00+00:00,0 days 16:00:00,Short1,short,False,True,1.3423510035833954,0.4586767362345866,1.0344136227843068,29.509477524964627,12.66229500067645,19.96784100147919,-7.305546000802741,44.25209917898845,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.024092515258593055,0.9975993060495852,4.835302758913814,False,ATOMUSDT,executed_short1_adverse
