scope,candidate,market,family,trade_count,net_pnl,profit_factor,max_dd_pct,win_rate,avg_trade,median_trade,gross_profit,gross_loss,fees,avg_hold_bars,median_hold_bars,stop_loss_count,take_profit_count,time_stop_count,ema_touch_count
holdout,K_liquidation_wick_bounce,ETCUSDT,other,36,-143.758257,0.761728,0.222574,44.444444,-3.993285,-16.011432,459.579131,603.337388,35.946094,3.944444,3.0,20,5,5,6
holdout,K_liquidation_wick_bounce,ETHUSDT,majors,44,141.903684,1.251097,0.167236,56.818182,3.225084,11.566646,707.039517,565.135833,44.092998,3.772727,3.0,17,6,8,13
holdout,K_liquidation_wick_bounce,FILUSDT,other,25,-88.511347,0.779916,0.213368,40.0,-3.540454,-17.2155,313.660313,402.17166,24.968228,3.72,3.0,12,2,4,7
holdout,K_liquidation_wick_bounce,LINKUSDT,large_alts,40,82.674069,1.109302,0.310434,52.5,2.066852,7.819475,839.058377,756.384308,40.061368,3.3,3.0,19,8,5,8
holdout,K_liquidation_wick_bounce,LTCUSDT,large_alts,27,206.829978,1.669369,0.13594,66.666667,7.66037,12.916832,515.822358,308.992381,27.116973,4.185185,4.0,9,2,5,11
holdout,K_liquidation_wick_bounce,NEARUSDT,other,22,67.714631,1.191473,0.132132,59.090909,3.077938,17.608315,421.366484,353.651853,22.04488,3.863636,4.0,8,2,2,10
holdout,K_liquidation_wick_bounce,SOLUSDT,large_alts,27,105.562571,1.25914,0.204448,55.555556,3.909725,12.178162,512.919798,407.357227,27.066314,4.444444,4.0,10,3,5,9
holdout,K_liquidation_wick_bounce,TRXUSDT,other,20,-50.056769,0.754554,0.120943,35.0,-2.502838,-6.212192,153.885232,203.942002,19.984964,4.25,4.0,10,3,4,3
holdout,K_liquidation_wick_bounce,UNIUSDT,defi,24,-34.434467,0.910601,0.175313,41.666667,-1.434769,-15.818747,350.744634,385.179101,23.99478,4.5,4.0,12,2,5,5
holdout,K_liquidation_wick_bounce,XRPUSDT,large_alts,47,-88.139461,0.886749,0.234496,44.680851,-1.875308,-14.669432,690.125277,778.264738,46.97942,3.574468,2.0,22,7,10,8
holdout,L_breakout_failure_reversal,AAVEUSDT,defi,97,127.088753,1.215967,0.114597,54.639175,1.310193,2.86015,715.55308,588.464327,96.888012,1.072165,1.0,7,4,0,0
holdout,L_breakout_failure_reversal,ADAUSDT,large_alts,115,-139.810319,0.842977,0.353411,42.608696,-1.215742,-2.580569,750.568375,890.378694,115.012399,1.104348,1.0,11,4,0,0
holdout,L_breakout_failure_reversal,ATOMUSDT,other,131,174.242487,1.221589,0.117405,48.854962,1.330095,-0.149028,960.575439,786.332952,130.847455,1.099237,1.0,11,9,0,0
holdout,L_breakout_failure_reversal,AVAXUSDT,large_alts,106,74.278986,1.1068,0.172067,51.886792,0.700745,0.669914,769.772402,695.493416,105.909906,1.150943,1.0,9,7,0,0
holdout,L_breakout_failure_reversal,BCHUSDT,large_alts,113,-152.038375,0.79208,0.220028,44.247788,-1.345472,-2.862183,579.198104,731.236479,113.019509,1.141593,1.0,16,6,0,0
holdout,L_breakout_failure_reversal,BNBUSDT,large_alts,142,-144.524427,0.74767,0.164241,45.774648,-1.017778,-0.809606,428.235819,572.760246,142.001262,1.035211,1.0,12,5,0,0
holdout,L_breakout_failure_reversal,BTCUSDT,majors,149,8.219617,1.019777,0.123214,47.651007,0.055165,-0.18002,423.839186,415.61957,148.921429,1.087248,1.0,10,10,0,0
holdout,L_breakout_failure_reversal,DOGEUSDT,meme_high_beta,110,-183.777377,0.797153,0.378974,45.454545,-1.670703,-2.329746,722.214672,905.992049,110.03687,1.054545,1.0,14,3,0,0
holdout,L_breakout_failure_reversal,DOTUSDT,other,94,49.172369,1.076181,0.126837,46.808511,0.52311,-1.620791,694.639539,645.46717,93.92845,1.170213,1.0,5,3,1,0
holdout,L_breakout_failure_reversal,ETCUSDT,other,120,-61.348577,0.910437,0.204526,46.666667,-0.511238,-0.327695,623.625701,684.974278,119.970689,1.125,1.0,11,3,1,0
holdout,L_breakout_failure_reversal,ETHUSDT,majors,139,-41.475606,0.936219,0.168032,48.920863,-0.298386,-0.425378,608.801249,650.276855,138.951262,1.179856,1.0,11,5,2,0
holdout,L_breakout_failure_reversal,FILUSDT,other,89,-82.605875,0.869448,0.154371,46.067416,-0.928156,-2.231637,550.134814,632.740689,88.996805,1.123596,1.0,9,4,0,0
holdout,L_breakout_failure_reversal,LINKUSDT,large_alts,144,-49.852646,0.945709,0.170508,50.694444,-0.346199,0.121682,868.397964,918.25061,143.95295,1.069444,1.0,15,5,0,0
holdout,L_breakout_failure_reversal,LTCUSDT,large_alts,148,28.965949,1.03824,0.103339,51.351351,0.195716,0.344966,786.443647,757.477698,147.911561,1.148649,1.0,12,8,0,0
holdout,L_breakout_failure_reversal,NEARUSDT,other,111,211.930037,1.257714,0.088956,50.45045,1.90928,0.037146,1034.276425,822.346389,110.838616,1.18018,1.0,13,7,1,0
holdout,L_breakout_failure_reversal,SOLUSDT,large_alts,112,-35.078252,0.945056,0.115072,47.321429,-0.313199,-0.716047,603.363207,638.441459,111.961558,1.053571,1.0,7,6,0,0
holdout,L_breakout_failure_reversal,TRXUSDT,other,135,-130.852407,0.643073,0.173765,44.444444,-0.969277,-0.314726,235.755997,366.608403,134.997927,1.081481,1.0,10,4,0,0
holdout,L_breakout_failure_reversal,UNIUSDT,defi,86,-8.195692,0.986867,0.14492,50.0,-0.095299,-0.232778,615.85308,624.048772,85.961117,1.22093,1.0,10,4,0,0
holdout,L_breakout_failure_reversal,XRPUSDT,large_alts,102,-278.854106,0.566734,0.269669,40.196078,-2.733864,-2.049389,364.755897,643.610003,102.088383,1.019608,1.0,12,3,0,0
later_fetched,C_volatility_compression_breakout_v2,AAVEUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,ADAUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,ATOMUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,AVAXUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,BCHUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,BNBUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,BTCUSDT,majors,2,-21.761822,0.0,0.010795,0.0,-10.880911,-10.880911,0.0,21.761822,1.990114,1.0,1.0,2,0,0,0
later_fetched,C_volatility_compression_breakout_v2,DOGEUSDT,meme_high_beta,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,DOTUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,ETCUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,ETHUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,FILUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,LINKUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,LTCUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,NEARUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,SOLUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,TRXUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,UNIUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,C_volatility_compression_breakout_v2,XRPUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,AAVEUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,ADAUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,ATOMUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,AVAXUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,BCHUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,BNBUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,BTCUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,DOGEUSDT,meme_high_beta,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,DOTUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,ETCUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,ETHUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,FILUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,LINKUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,LTCUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,NEARUSDT,other,2,-45.478828,0.0,0.008476,0.0,-22.739414,-22.739414,0.0,45.478828,1.97825,1.0,1.0,1,0,0,0
later_fetched,D_volatility_expansion_continuation,SOLUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,TRXUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,UNIUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,D_volatility_expansion_continuation,XRPUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,AAVEUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,ADAUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,ATOMUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,AVAXUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,BCHUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,BNBUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,BTCUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,DOGEUSDT,meme_high_beta,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,DOTUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,ETCUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,ETHUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,FILUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,LINKUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,LTCUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,NEARUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,SOLUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,TRXUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,UNIUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,E_true_mean_reversion_v2,XRPUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,AAVEUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,ADAUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,ATOMUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,AVAXUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,BCHUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,BNBUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,BTCUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,DOGEUSDT,meme_high_beta,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,DOTUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,ETCUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,ETHUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,FILUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,LINKUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,LTCUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,NEARUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,SOLUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,TRXUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,UNIUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,F_relative_strength_rotation,XRPUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,AAVEUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,ADAUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,ATOMUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,AVAXUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,BCHUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,BNBUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,BTCUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,DOGEUSDT,meme_high_beta,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,DOTUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,ETCUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,ETHUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,FILUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,LINKUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,LTCUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,NEARUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,SOLUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,TRXUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,UNIUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,H_market_family_framework_v2,XRPUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,AAVEUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,ADAUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,ATOMUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,AVAXUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,BCHUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,BNBUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,BTCUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,DOGEUSDT,meme_high_beta,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,DOTUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,ETCUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,ETHUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,FILUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,LINKUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,LTCUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,NEARUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,SOLUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,TRXUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,UNIUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,I_defensive_short_only,XRPUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,AAVEUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,ADAUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,ATOMUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,AVAXUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,BCHUSDT,large_alts,2,7.631361,1.216341,0.035275,50.0,3.81568,3.81568,42.906047,35.274686,1.995187,1.5,1.5,1,1,0,0
later_fetched,J_long_short_regime_switch,BNBUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,BTCUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,DOGEUSDT,meme_high_beta,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,DOTUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,ETCUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,ETHUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,FILUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,LINKUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,LTCUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,NEARUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,SOLUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,TRXUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,UNIUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,J_long_short_regime_switch,XRPUSDT,large_alts,1,-20.900914,0.0,0.0,0.0,-20.900914,-20.900914,0.0,20.900914,1.009945,8.0,8.0,0,0,0,0
later_fetched,K_liquidation_wick_bounce,AAVEUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,ADAUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,ATOMUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,AVAXUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,BCHUSDT,large_alts,1,-25.884756,0.0,0.0,0.0,-25.884756,-25.884756,0.0,25.884756,0.987551,4.0,4.0,1,0,0,0
later_fetched,K_liquidation_wick_bounce,BNBUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,BTCUSDT,majors,1,-9.542571,0.0,0.0,0.0,-9.542571,-9.542571,0.0,9.542571,0.995727,2.0,2.0,1,0,0,0
later_fetched,K_liquidation_wick_bounce,DOGEUSDT,meme_high_beta,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,DOTUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,ETCUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,ETHUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,FILUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,LINKUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,LTCUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,NEARUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,SOLUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,TRXUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,UNIUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,K_liquidation_wick_bounce,XRPUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,L_breakout_failure_reversal,AAVEUSDT,defi,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,L_breakout_failure_reversal,ADAUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,L_breakout_failure_reversal,ATOMUSDT,other,1,2.8648,inf,0.0,100.0,2.8648,2.8648,2.8648,-0.0,0.998069,1.0,1.0,0,0,0,0
later_fetched,L_breakout_failure_reversal,AVAXUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,L_breakout_failure_reversal,BCHUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,L_breakout_failure_reversal,BNBUSDT,large_alts,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,L_breakout_failure_reversal,BTCUSDT,majors,7,-24.297712,0.216069,0.016371,28.571429,-3.471102,-0.173104,6.697014,30.994726,7.008645,1.0,1.0,2,0,0,0
later_fetched,L_breakout_failure_reversal,DOGEUSDT,meme_high_beta,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,L_breakout_failure_reversal,DOTUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,L_breakout_failure_reversal,ETCUSDT,other,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
later_fetched,L_breakout_failure_reversal,ETHUSDT,majors,0,0.0,,0.0,,,,0.0,0.0,0.0,,,0,0,0,0
