market,inst_id,source,endpoint_or_method,params,success,status_code,okx_code,row_count,response_sha256,raw_data_path,error_or_msg,fetch_timestamp_utc
UNIUSDT,UNI-USDT-SWAP,okx_native_rubik_contracts_open_interest_volume_by_ccy_1h,/api/v5/rubik/stat/contracts/open-interest-volume,"{""ccy"": ""UNI"", ""period"": ""1H""}",True,200,0,720,bb2ca3963d312fc7ab78adebd1511be0b1f7b63d640087234448b6e7a65455db,research_output/exact_instrument_oi_audit_round1_raw/okx_native_rubik_historical_oi_volume_by_ccy_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
UNIUSDT,UNI-USDT-SWAP,okx_native_rubik_contracts_open_interest_volume_by_ccy_plus_instid_1h,/api/v5/rubik/stat/contracts/open-interest-volume,"{""ccy"": ""UNI"", ""instId"": ""UNI-USDT-SWAP"", ""period"": ""1H""}",True,200,0,720,bb2ca3963d312fc7ab78adebd1511be0b1f7b63d640087234448b6e7a65455db,research_output/exact_instrument_oi_audit_round1_raw/okx_native_rubik_historical_oi_volume_by_ccy_with_instid_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
XRPUSDT,XRP-USDT-SWAP,okx_native_public_open_interest_current_exact,/api/v5/public/open-interest,"{""instId"": ""XRP-USDT-SWAP"", ""instType"": ""SWAP""}",True,200,0,1,44c19034f4bbe3d393ce4feeadf6cc9573ee7102f40c3401105fdd621bd683de,research_output/exact_instrument_oi_audit_round1_raw/okx_native_current_exact_open_interest.jsonl,,2026-05-23T15:13:20.999725+00:00
XRPUSDT,XRP-USDT-SWAP,okx_native_rubik_contracts_open_interest_volume_by_ccy_1h,/api/v5/rubik/stat/contracts/open-interest-volume,"{""ccy"": ""XRP"", ""period"": ""1H""}",True,200,0,720,308008676cc924b92ef2c2881c469a004e60075af624506e4b3824b9273628e5,research_output/exact_instrument_oi_audit_round1_raw/okx_native_rubik_historical_oi_volume_by_ccy_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
XRPUSDT,XRP-USDT-SWAP,okx_native_rubik_contracts_open_interest_volume_by_ccy_plus_instid_1h,/api/v5/rubik/stat/contracts/open-interest-volume,"{""ccy"": ""XRP"", ""instId"": ""XRP-USDT-SWAP"", ""period"": ""1H""}",True,200,0,720,308008676cc924b92ef2c2881c469a004e60075af624506e4b3824b9273628e5,research_output/exact_instrument_oi_audit_round1_raw/okx_native_rubik_historical_oi_volume_by_ccy_with_instid_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
AAVEUSDT,AAVE-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""AAVE/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,d6e200501b63cdee505de40cc2cbbbeb3864ebe1f42549fc40b3d2f931c7a78b,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
ADAUSDT,ADA-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""ADA/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,c22c286fe8631f61334ac75a7b7a572871d6ec00f5388cafbf6c224246543953,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
ATOMUSDT,ATOM-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""ATOM/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,393fb7a3e0ebe3a411a53c8ff87de376fe56e0fb2aea8a87270f4578ebad6333,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
AVAXUSDT,AVAX-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""AVAX/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,f2c599ecf326e1563c3f9b4db0dcd73c6b5236595ac34430c0f13e4869f6efc3,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
BCHUSDT,BCH-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""BCH/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,533275c66242646a664578d27b8d8d11430af447251fcc11bad788c7e08167ba,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
BNBUSDT,BNB-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""BNB/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,c1cf8eeae7c004d41fefd2d776b142596fba1ea199766bf04b50da861b0fe413,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
BTCUSDT,BTC-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""BTC/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,38beb8b6e4aad930087c125bb75e10a3adbf755d86d56c920b65a24e7b9621e4,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
DOGEUSDT,DOGE-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""DOGE/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,8570ae5e0c7683d93bd2a5f9282f171f0168b7043bf7b80563563da74c3de01e,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
DOTUSDT,DOT-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""DOT/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,65842a779638a477777f4fb79b8a5d10c79b4b9427fdf533df2dc6acb2c6cb60,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
ETCUSDT,ETC-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""ETC/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,e115c643c7dc06c827e145545a2de41914a863c018e9bc2b765ee7e64108819e,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
ETHUSDT,ETH-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""ETH/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,f483f547e6fcb510ed8b3e4f8c9f715ca9fead5c51af48872e64f740cf7db353,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
FILUSDT,FIL-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""FIL/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,ebf62ad51cf341c4bc14f789038444a452863897bb5f0bd8296f0452cbf980a6,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
LINKUSDT,LINK-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""LINK/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,08bbb416b6e6afbfa86dee4d713fd420efbe7a736378a1e54c9720102e30dd61,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
LTCUSDT,LTC-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""LTC/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,892708b38b57d39857dbb8fd716016465701a66a8821c9276c82554cb2dae1c5,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
NEARUSDT,NEAR-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""NEAR/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,c93f29d09c4477bbc6c75a8cf9b59077e73638d4db485a00f7c480fc836971c8,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
SOLUSDT,SOL-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""SOL/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,810d5bd590230c7cdb24f61cfa40c5c79d5627a449bae74f872d8eb5df452c95,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
TRXUSDT,TRX-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""TRX/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,31d0098bd1cf224e89460a5f04d4068186926369b6c4925eedf486d57011e86f,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
UNIUSDT,UNI-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""UNI/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,2e025d72d90e41ab03cf3d4769a4946b4d3038fd5a4c50b5d00ff120ea6414a7,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
XRPUSDT,XRP-USDT-SWAP,ccxt_okx_fetch_open_interest_history_1h,ccxt.okx.fetch_open_interest_history,"{""limit"": 100, ""symbol"": ""XRP/USDT:USDT"", ""timeframe"": ""1h""}",True,,,100,2b51db18e033664fed0811e9318bfaed4285af1b0bcb791697de01a7046b3d4a,research_output/exact_instrument_oi_audit_round1_raw/ccxt_fetch_open_interest_history_1h.jsonl,,2026-05-23T15:13:20.999725+00:00
