market,okx_inst_id,ccxt_symbol_requested,timestamp,timestamp_ms,open_interest_amount,open_interest_value,base_volume,quote_volume,ccxt_symbol_returned,raw_info_json,source,fetch_timestamp_utc,history_granularity_note
ATOMUSDT,ATOM-USDT-SWAP,ATOM/USDT:USDT,2026-05-23T05:00:00+00:00,1779512400000,,6046375.478,,423733.736,,"[""1779512400000"", ""6046375.478"", ""423733.736""]",okx_public_via_ccxt.fetchOpenInterestHistory_1h,2026-05-23T08:41:43.407426+00:00,OKX ccxt historical OI uses 1h period and appears base-currency aggregate rather than exact instId-specific history.
ATOMUSDT,ATOM-USDT-SWAP,ATOM/USDT:USDT,2026-05-23T06:00:00+00:00,1779516000000,,5998413.797,,380266.578,,"[""1779516000000"", ""5998413.797"", ""380266.578""]",okx_public_via_ccxt.fetchOpenInterestHistory_1h,2026-05-23T08:41:43.407426+00:00,OKX ccxt historical OI uses 1h period and appears base-currency aggregate rather than exact instId-specific history.
ATOMUSDT,ATOM-USDT-SWAP,ATOM/USDT:USDT,2026-05-23T07:00:00+00:00,1779519600000,,5990311.015,,218020.039,,"[""1779519600000"", ""5990311.015"", ""218020.039""]",okx_public_via_ccxt.fetchOpenInterestHistory_1h,2026-05-23T08:41:43.407426+00:00,OKX ccxt historical OI uses 1h period and appears base-currency aggregate rather than exact instId-specific history.
ATOMUSDT,ATOM-USDT-SWAP,ATOM/USDT:USDT,2026-05-23T08:00:00+00:00,1779523200000,,5942024.59,,1131506.827,,"[""1779523200000"", ""5942024.59"", ""1131506.827""]",okx_public_via_ccxt.fetchOpenInterestHistory_1h,2026-05-23T08:41:43.407426+00:00,OKX ccxt historical OI uses 1h period and appears base-currency aggregate rather than exact instId-specific history.
AVAXUSDT,AVAX-USDT-SWAP,AVAX/USDT:USDT,2026-05-17T05:00:00+00:00,1778994000000,,18373627.7637,,760342.6998,,"[""1778994000000"", ""18373627.7637"", ""760342.6998""]",okx_public_via_ccxt.fetchOpenInterestHistory_1h,2026-05-23T08:41:43.407426+00:00,OKX ccxt historical OI uses 1h period and appears base-currency aggregate rather than exact instId-specific history.
AVAXUSDT,AVAX-USDT-SWAP,AVAX/USDT:USDT,2026-05-17T06:00:00+00:00,1778997600000,,18497251.5679,,877953.3766,,"[""1778997600000"", ""18497251.5679"", ""877953.3766""]",okx_public_via_ccxt.fetchOpenInterestHistory_1h,2026-05-23T08:41:43.407426+00:00,OKX ccxt historical OI uses 1h period and appears base-currency aggregate rather than exact instId-specific history.
AVAXUSDT,AVAX-USDT-SWAP,AVAX/USDT:USDT,2026-05-17T07:00:00+00:00,1779001200000,,18705623.6167,,696372.1798,,"[""1779001200000"", ""18705623.6167"", ""696372.1798""]",okx_public_via_ccxt.fetchOpenInterestHistory_1h,2026-05-23T08:41:43.407426+00:00,OKX ccxt historical OI uses 1h period and appears base-currency aggregate rather than exact instId-specific history.
AVAXUSDT,AVAX-USDT-SWAP,AVAX/USDT:USDT,2026-05-17T08:00:00+00:00,1779004800000,,18925738.4121,,2265505.7161,,"[""1779004800000"", ""18925738.4121"", ""2265505.7161""]",okx_public_via_ccxt.fetchOpenInterestHistory_1h,2026-05-23T08:41:43.407426+00:00,OKX ccxt historical OI uses 1h period and appears base-currency aggregate rather than exact instId-specific history.
AVAXUSDT,AVAX-USDT-SWAP,AVAX/USDT:USDT,2026-05-17T09:00:00+00:00,1779008400000,,18884994.2193,,383379.0833,,"[""1779008400000"", ""18884994.2193"", ""383379.0833""]",okx_public_via_ccxt.fetchOpenInterestHistory_1h,2026-05-23T08:41:43.407426+00:00,OKX ccxt historical OI uses 1h period and appears base-currency aggregate rather than exact instId-specific history.
AVAXUSDT,AVAX-USDT-SWAP,AVAX/USDT:USDT,2026-05-17T10:00:00+00:00,1779012000000,,18773799.6246,,1072667.5284,,"[""1779012000000"", ""18773799.6246"", ""1072667.5284""]",okx_public_via_ccxt.fetchOpenInterestHistory_1h,2026-05-23T08:41:43.407426+00:00,OKX ccxt historical OI uses 1h period and appears base-currency aggregate rather than exact instId-specific history.
