market,okx_inst_id,ccxt_symbol,timestamp,timestamp_ms,funding_rate,realized_rate,formula_type,method,inst_type,source,fetch_timestamp_utc
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-16T16:00:00+00:00,1778947200000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-17T00:00:00+00:00,1778976000000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-17T08:00:00+00:00,1779004800000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-17T16:00:00+00:00,1779033600000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-18T00:00:00+00:00,1779062400000,2.53939544476e-05,0.0000253939544476,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-18T08:00:00+00:00,1779091200000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-18T16:00:00+00:00,1779120000000,2.76957934153e-05,0.0000276957934153,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-19T00:00:00+00:00,1779148800000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-19T08:00:00+00:00,1779177600000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-19T16:00:00+00:00,1779206400000,2.33992791953e-05,0.0000233992791953,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-20T00:00:00+00:00,1779235200000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-20T08:00:00+00:00,1779264000000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-20T16:00:00+00:00,1779292800000,8.80779609214e-05,0.0000880779609214,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-21T00:00:00+00:00,1779321600000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-21T08:00:00+00:00,1779350400000,8.77480284369e-05,0.0000877480284369,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-21T16:00:00+00:00,1779379200000,5.07355436411e-05,0.0000507355436411,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-22T00:00:00+00:00,1779408000000,7.2524808148e-05,0.000072524808148,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-22T08:00:00+00:00,1779436800000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-22T16:00:00+00:00,1779465600000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-23T00:00:00+00:00,1779494400000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-05-23T08:00:00+00:00,1779523200000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-19T16:00:00+00:00,1771516800000,4.93509523837e-05,0.0000493509523837,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-20T00:00:00+00:00,1771545600000,5.87966940766e-05,0.0000587966940766,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-20T08:00:00+00:00,1771574400000,-0.0001074883778607,-0.0001074883778607,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-20T16:00:00+00:00,1771603200000,1.49544343513e-05,0.0000149544343513,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-21T00:00:00+00:00,1771632000000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-21T08:00:00+00:00,1771660800000,-4.40837301273e-05,-0.0000440837301273,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-21T16:00:00+00:00,1771689600000,8.80316413071e-05,0.0000880316413071,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-22T00:00:00+00:00,1771718400000,-2.96021046251e-05,-0.0000296021046251,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-22T08:00:00+00:00,1771747200000,-5.59198047204e-05,-0.0000559198047204,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-22T16:00:00+00:00,1771776000000,-3.75851155081e-05,-0.0000375851155081,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-23T00:00:00+00:00,1771804800000,-0.0001089835516924,-0.0001089835516924,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-23T08:00:00+00:00,1771833600000,-0.000437618675974,-0.000437618675974,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-23T16:00:00+00:00,1771862400000,-0.0001219473919565,-0.0001219473919565,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
SOLUSDT,SOL-USDT-SWAP,SOL/USDT:USDT,2026-02-24T00:00:00+00:00,1771891200000,-4.18659895703e-05,-0.0000418659895703,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
